target,k,basket,ols_beta,resid_var,r_squared,adf_p,half_life,S_idx,target_idx,basket_str
SNACKPACK_PISTACHIO,3,"['SNACKPACK_CHOCOLATE', 'SNACKPACK_STRAWBERRY', 'SNACKPACK_RASPBERRY']","[0.11999694372335275, -0.36077001449104185, -0.8751614469023115]",8319.412683854593,0.7633385071162102,0.03162025956890314,779.2748103689098,"[0, 3, 4]",2,SNACKPACK_PISTACHIO − 0.120*SNACKPACK_CHOCOLATE + 0.361*SNACKPACK_STRAWBERRY + 0.875*SNACKPACK_RASPBERRY
SNACKPACK_PISTACHIO,3,"['SNACKPACK_VANILLA', 'SNACKPACK_STRAWBERRY', 'SNACKPACK_RASPBERRY']","[-0.08587644954944244, -0.38756409931788527, -0.8903712738107484]",8497.175863698136,0.7582816958820245,0.03561813915167526,734.2319790745013,"[1, 3, 4]",2,SNACKPACK_PISTACHIO + 0.086*SNACKPACK_VANILLA + 0.388*SNACKPACK_STRAWBERRY + 0.890*SNACKPACK_RASPBERRY
SNACKPACK_RASPBERRY,3,"['SNACKPACK_CHOCOLATE', 'SNACKPACK_PISTACHIO', 'SNACKPACK_STRAWBERRY']","[0.02366444563139529, -0.7719017461534295, -0.3617597110026902]",7337.810869489971,0.7455310573893617,0.03956969169658123,734.9341051433975,"[0, 2, 3]",4,SNACKPACK_RASPBERRY − 0.024*SNACKPACK_CHOCOLATE + 0.772*SNACKPACK_PISTACHIO + 0.362*SNACKPACK_STRAWBERRY
SNACKPACK_RASPBERRY,3,"['SNACKPACK_VANILLA', 'SNACKPACK_PISTACHIO', 'SNACKPACK_STRAWBERRY']","[-0.02053878522922932, -0.7691694816373899, -0.3653395339654056]",7340.497775146825,0.7454378778221098,0.04085950849130658,726.8137873585995,"[1, 2, 3]",4,SNACKPACK_RASPBERRY + 0.021*SNACKPACK_VANILLA + 0.769*SNACKPACK_PISTACHIO + 0.365*SNACKPACK_STRAWBERRY
SNACKPACK_VANILLA,3,"['SNACKPACK_CHOCOLATE', 'SNACKPACK_STRAWBERRY', 'SNACKPACK_RASPBERRY']","[-0.9862440825333779, -0.16908985552680383, -0.07294484725267374]",2315.085961828965,0.9273502729467467,0.049952702779337874,361.4157106227572,"[0, 3, 4]",1,SNACKPACK_VANILLA + 0.986*SNACKPACK_CHOCOLATE + 0.169*SNACKPACK_STRAWBERRY + 0.073*SNACKPACK_RASPBERRY
SNACKPACK_VANILLA,3,"['SNACKPACK_CHOCOLATE', 'SNACKPACK_PISTACHIO', 'SNACKPACK_STRAWBERRY']","[-0.9968010543531584, 0.08516453507091032, -0.13877260962336385]",2249.449319455918,0.9294100168317325,0.050854956593350105,394.23638817308876,"[0, 2, 3]",1,SNACKPACK_VANILLA + 0.997*SNACKPACK_CHOCOLATE − 0.085*SNACKPACK_PISTACHIO + 0.139*SNACKPACK_STRAWBERRY
SNACKPACK_CHOCOLATE,3,"['SNACKPACK_VANILLA', 'SNACKPACK_PISTACHIO', 'SNACKPACK_RASPBERRY']","[-0.9331803077714764, 0.3450120192115239, 0.2654619187710221]",2807.4759879179983,0.9303226591463161,0.05213799800070788,697.1732463738343,"[1, 2, 4]",0,SNACKPACK_CHOCOLATE + 0.933*SNACKPACK_VANILLA − 0.345*SNACKPACK_PISTACHIO − 0.265*SNACKPACK_RASPBERRY
SNACKPACK_VANILLA,3,"['SNACKPACK_CHOCOLATE', 'SNACKPACK_PISTACHIO', 'SNACKPACK_RASPBERRY']","[-0.9609014253007155, 0.29202605103485546, 0.23577661381773174]",2890.8750600731328,0.909281431652132,0.08855086914658217,730.8148015400956,"[0, 2, 4]",1,SNACKPACK_VANILLA + 0.961*SNACKPACK_CHOCOLATE − 0.292*SNACKPACK_PISTACHIO − 0.236*SNACKPACK_RASPBERRY
SNACKPACK_STRAWBERRY,3,"['SNACKPACK_CHOCOLATE', 'SNACKPACK_PISTACHIO', 'SNACKPACK_RASPBERRY']","[-0.2628821881860914, -1.4823405986876272, -1.6852483934484361]",34183.004914951656,0.7413924484293399,0.10746122462905722,903.4859102931401,"[0, 2, 4]",3,SNACKPACK_STRAWBERRY + 0.263*SNACKPACK_CHOCOLATE + 1.482*SNACKPACK_PISTACHIO + 1.685*SNACKPACK_RASPBERRY
SNACKPACK_STRAWBERRY,3,"['SNACKPACK_VANILLA', 'SNACKPACK_PISTACHIO', 'SNACKPACK_RASPBERRY']","[0.07796374748239629, -1.637021463552449, -1.786309050708752]",35890.99014314139,0.7284708846557642,0.11612522742448944,953.848463737145,"[1, 2, 4]",3,SNACKPACK_STRAWBERRY − 0.078*SNACKPACK_VANILLA + 1.637*SNACKPACK_PISTACHIO + 1.786*SNACKPACK_RASPBERRY
