target,k,basket,ols_beta,int_coefs,int_basket_str,ols_resid_std_ratio,int_resid_std_ratio,int_resid_inflation,max_abs_coef,int_adf_p,int_half_life
SNACKPACK_PISTACHIO,2,"['SNACKPACK_CHOCOLATE', 'SNACKPACK_RASPBERRY']","[0.46180048128013407, -0.5743017912739095]","[0, -1]",SNACKPACK_PISTACHIO + SNACKPACK_RASPBERRY,0.7132413227957352,0.9588381656547655,1.344339054692386,1,0.09791689414146343,1618.7215054851667
SNACKPACK_RASPBERRY,2,"['SNACKPACK_VANILLA', 'SNACKPACK_PISTACHIO']","[-0.14111496557961153, -0.49253140911244236]","[0, -1]",SNACKPACK_RASPBERRY + SNACKPACK_PISTACHIO,0.8560276792455415,1.058673353712952,1.23672794628091,1,0.09791689414146343,1618.7215054851667
SNACKPACK_RASPBERRY,2,"['SNACKPACK_CHOCOLATE', 'SNACKPACK_PISTACHIO']","[0.3042555213253994, -0.6036983246340304]","[0, -1]",SNACKPACK_RASPBERRY + SNACKPACK_PISTACHIO,0.807408034053064,1.058673353712952,1.3111999250225128,1,0.09791689414146343,1618.7215054851667
SNACKPACK_RASPBERRY,2,"['SNACKPACK_PISTACHIO', 'SNACKPACK_STRAWBERRY']","[-0.764611994560284, -0.3671698228843584]","[-1, 0]",SNACKPACK_RASPBERRY + SNACKPACK_PISTACHIO,0.5049457602251552,1.058673353712952,2.0966080658661035,1,0.09791689414146343,1618.7215054851667
SNACKPACK_PISTACHIO,2,"['SNACKPACK_STRAWBERRY', 'SNACKPACK_RASPBERRY']","[-0.4024889112037189, -0.9055690307143287]","[0, -1]",SNACKPACK_PISTACHIO + SNACKPACK_RASPBERRY,0.4977007414827852,0.9588381656547655,1.9265355377975266,1,0.09791689414146343,1618.7215054851667
SNACKPACK_PISTACHIO,2,"['SNACKPACK_VANILLA', 'SNACKPACK_RASPBERRY']","[-0.31758346879812815, -0.5418203292006905]","[0, -1]",SNACKPACK_PISTACHIO + SNACKPACK_RASPBERRY,0.8131708840964239,0.9588381656547655,1.1791348957608137,1,0.09791689414146343,1618.7215054851667
SNACKPACK_STRAWBERRY,2,"['SNACKPACK_VANILLA', 'SNACKPACK_RASPBERRY']","[0.5978547023743715, -0.8993375424181681]","[1, -1]",SNACKPACK_STRAWBERRY − SNACKPACK_VANILLA + SNACKPACK_RASPBERRY,0.8618570791311366,0.8852054109573813,1.027090723498823,1,0.14907549998501762,2309.6064708911176
SNACKPACK_CHOCOLATE,2,"['SNACKPACK_VANILLA', 'SNACKPACK_PISTACHIO']","[-0.9706409573015469, 0.2142636862935397]","[-1, 0]",SNACKPACK_CHOCOLATE + SNACKPACK_VANILLA,0.32654791651235643,0.3795997134346892,1.162462518484099,1,0.3983867351713163,1110.1287026178206
SNACKPACK_CHOCOLATE,2,"['SNACKPACK_VANILLA', 'SNACKPACK_STRAWBERRY']","[-0.9444875462244924, -0.16685692276693467]","[-1, 0]",SNACKPACK_CHOCOLATE + SNACKPACK_VANILLA,0.24250538539432082,0.3795997134346892,1.5653248805895548,1,0.3983867351713163,1110.1287026178206
SNACKPACK_VANILLA,2,"['SNACKPACK_CHOCOLATE', 'SNACKPACK_STRAWBERRY']","[-0.9707402971930382, -0.15036682912431545]","[-1, 0]",SNACKPACK_VANILLA + SNACKPACK_CHOCOLATE,0.2764524688822179,0.42684632815522217,1.544013442459359,1,0.3983867351713163,1110.1287026178206
SNACKPACK_VANILLA,2,"['SNACKPACK_CHOCOLATE', 'SNACKPACK_PISTACHIO']","[-0.8891650887472642, 0.14968810428520601]","[-1, 0]",SNACKPACK_VANILLA + SNACKPACK_CHOCOLATE,0.3514426669886817,0.42684632815522217,1.2145546578411572,1,0.3983867351713163,1110.1287026178206
SNACKPACK_VANILLA,2,"['SNACKPACK_CHOCOLATE', 'SNACKPACK_RASPBERRY']","[-0.8260436543864822, 0.0680655296097682]","[-1, 0]",SNACKPACK_VANILLA + SNACKPACK_CHOCOLATE,0.3722577872197569,0.42684632815522217,1.146641770325787,1,0.3983867351713163,1110.1287026178206
SNACKPACK_CHOCOLATE,2,"['SNACKPACK_VANILLA', 'SNACKPACK_RASPBERRY']","[-1.0427504216097188, 0.07852739294363922]","[-1, 0]",SNACKPACK_CHOCOLATE + SNACKPACK_VANILLA,0.3719519200455257,0.3795997134346892,1.020561241862194,1,0.3983867351713163,1110.1287026178206
