target,k,basket,ols_beta,int_coefs,int_basket_str,ols_resid_std_ratio,int_resid_std_ratio,int_resid_inflation,max_abs_coef,int_adf_p,int_half_life
SNACKPACK_PISTACHIO,3,"['SNACKPACK_VANILLA', 'SNACKPACK_STRAWBERRY', 'SNACKPACK_RASPBERRY']","[-0.08587644954944244, -0.38756409931788527, -0.8903712738107484]","[0, 0, -1]",SNACKPACK_PISTACHIO + SNACKPACK_RASPBERRY,0.49164855752658876,0.9588381656547655,1.9502511519174155,1,0.09791689414146343,1618.7215054851667
SNACKPACK_RASPBERRY,3,"['SNACKPACK_CHOCOLATE', 'SNACKPACK_PISTACHIO', 'SNACKPACK_STRAWBERRY']","[0.02366444563139529, -0.7719017461534295, -0.3617597110026902]","[0, -1, 0]",SNACKPACK_RASPBERRY + SNACKPACK_PISTACHIO,0.5044491476954227,1.058673353712952,2.0986721031237816,1,0.09791689414146343,1618.7215054851667
SNACKPACK_RASPBERRY,3,"['SNACKPACK_VANILLA', 'SNACKPACK_PISTACHIO', 'SNACKPACK_STRAWBERRY']","[-0.02053878522922932, -0.7691694816373899, -0.3653395339654056]","[0, -1, 0]",SNACKPACK_RASPBERRY + SNACKPACK_PISTACHIO,0.5045414969830432,1.058673353712952,2.0982879704511843,1,0.09791689414146343,1618.7215054851667
SNACKPACK_STRAWBERRY,3,"['SNACKPACK_CHOCOLATE', 'SNACKPACK_VANILLA', 'SNACKPACK_RASPBERRY']","[-3.2715312979422086, -2.813535937864257, -0.6424327186572462]","[-3, -3, -1]",SNACKPACK_STRAWBERRY + 3*SNACKPACK_CHOCOLATE + 3*SNACKPACK_VANILLA + SNACKPACK_RASPBERRY,0.5398417890562908,0.6115206753289147,1.1327775798867432,3,0.26460488610675337,643.5725691700354
SNACKPACK_CHOCOLATE,3,"['SNACKPACK_VANILLA', 'SNACKPACK_PISTACHIO', 'SNACKPACK_STRAWBERRY']","[-0.9223144487373535, 0.10338812080282647, -0.14642679893916258]","[-1, 0, 0]",SNACKPACK_CHOCOLATE + SNACKPACK_VANILLA,0.22727995094971448,0.3795997134346892,1.6701856536332822,1,0.3983867351713163,1110.1287026178206
SNACKPACK_CHOCOLATE,3,"['SNACKPACK_VANILLA', 'SNACKPACK_STRAWBERRY', 'SNACKPACK_RASPBERRY']","[-0.9317038180461469, -0.1857417916469531, -0.08851717348047902]","[-1, 0, 0]",SNACKPACK_CHOCOLATE + SNACKPACK_VANILLA,0.2329796840129534,0.3795997134346892,1.6293253853567071,1,0.3983867351713163,1110.1287026178206
SNACKPACK_VANILLA,3,"['SNACKPACK_CHOCOLATE', 'SNACKPACK_STRAWBERRY', 'SNACKPACK_RASPBERRY']","[-0.9862440825333779, -0.16908985552680383, -0.07294484725267374]","[-1, 0, 0]",SNACKPACK_VANILLA + SNACKPACK_CHOCOLATE,0.2695361331125261,0.42684632815522217,1.583633048475256,1,0.3983867351713163,1110.1287026178206
SNACKPACK_VANILLA,3,"['SNACKPACK_CHOCOLATE', 'SNACKPACK_PISTACHIO', 'SNACKPACK_STRAWBERRY']","[-0.9968010543531584, 0.08516453507091032, -0.13877260962336385]","[-1, 0, 0]",SNACKPACK_VANILLA + SNACKPACK_CHOCOLATE,0.2656877550213173,0.42684632815522217,1.606571323247375,1,0.3983867351713163,1110.1287026178206
SNACKPACK_CHOCOLATE,3,"['SNACKPACK_VANILLA', 'SNACKPACK_PISTACHIO', 'SNACKPACK_RASPBERRY']","[-0.9331803077714764, 0.3450120192115239, 0.2654619187710221]","[-1, 0, 0]",SNACKPACK_CHOCOLATE + SNACKPACK_VANILLA,0.26396465834214244,0.3795997134346892,1.438070216743426,1,0.3983867351713163,1110.1287026178206
SNACKPACK_VANILLA,3,"['SNACKPACK_CHOCOLATE', 'SNACKPACK_PISTACHIO', 'SNACKPACK_RASPBERRY']","[-0.9609014253007155, 0.29202605103485546, 0.23577661381773174]","[-1, 0, 0]",SNACKPACK_VANILLA + SNACKPACK_CHOCOLATE,0.30119523294346473,0.42684632815522217,1.4171749133736873,1,0.3983867351713163,1110.1287026178206
