target,target_group,k,basket,basket_groups,n_groups,cross_group,ols_beta,resid_var,r_squared,S_idx,target_idx,adf_p,half_life,basket_str
SNACKPACK_PISTACHIO,snackpacks,2,"['GALAXY_SOUNDS_BLACK_HOLES', 'MICROCHIP_RECTANGLE']","['galaxy_sounds', 'microchips']",2,True,"[-0.08690418522219792, 0.12730391595298238]",11632.688770145156,0.669086076720559,"[1, 13]",47,0.00022182408107903319,511.48509131535235,SNACKPACK_PISTACHIO + 0.087*GALAXY_SOUNDS_BLACK_HOLES − 0.127*MICROCHIP_RECTANGLE
SNACKPACK_PISTACHIO,snackpacks,2,"['ROBOT_IRONING', 'PANEL_2X2']","['panels', 'robots']",2,True,"[0.23651610575322, -0.08230941014070804]",12318.754956555815,0.6495696211649719,"[24, 36]",47,0.00023274743733375404,492.4669817258158,SNACKPACK_PISTACHIO − 0.237*ROBOT_IRONING + 0.082*PANEL_2X2
SNACKPACK_PISTACHIO,snackpacks,2,"['TRANSLATOR_ASTRO_BLACK', 'OXYGEN_SHAKE_GARLIC']","['oxygen_shakes', 'translators']",2,True,"[0.12568897721771083, -0.11592192911360419]",12228.168981901668,0.6521465112425117,"[31, 44]",47,0.000236402108928881,535.3847368417578,SNACKPACK_PISTACHIO − 0.126*TRANSLATOR_ASTRO_BLACK + 0.116*OXYGEN_SHAKE_GARLIC
SNACKPACK_PISTACHIO,snackpacks,2,"['ROBOT_IRONING', 'OXYGEN_SHAKE_MINT']","['oxygen_shakes', 'robots']",2,True,"[0.21290956268333766, -0.08279768099717058]",12616.936426987293,0.6410872829730525,"[24, 42]",47,0.00027088983317685554,513.7053261054267,SNACKPACK_PISTACHIO − 0.213*ROBOT_IRONING + 0.083*OXYGEN_SHAKE_MINT
SNACKPACK_PISTACHIO,snackpacks,2,"['ROBOT_MOPPING', 'OXYGEN_SHAKE_GARLIC']","['oxygen_shakes', 'robots']",2,True,"[-0.08390802684413001, -0.11348469712384508]",12024.618993153934,0.6579368772267602,"[21, 44]",47,0.00028432855048926456,538.217219305933,SNACKPACK_PISTACHIO + 0.084*ROBOT_MOPPING + 0.113*OXYGEN_SHAKE_GARLIC
SNACKPACK_PISTACHIO,snackpacks,2,"['PEBBLES_XL', 'ROBOT_IRONING']","['pebbles', 'robots']",2,True,"[-0.031097516917285958, 0.14515896972428835]",12096.651106028745,0.6558877869824922,"[19, 24]",47,0.00033355264360180524,538.1844382055706,SNACKPACK_PISTACHIO + 0.031*PEBBLES_XL − 0.145*ROBOT_IRONING
SNACKPACK_VANILLA,snackpacks,2,"['ROBOT_MOPPING', 'OXYGEN_SHAKE_CHOCOLATE']","['oxygen_shakes', 'robots']",2,True,"[0.08581296720939786, 0.1496911085868022]",17010.93372457056,0.4661797823547347,"[21, 43]",46,0.000351828723624739,514.3637330429932,SNACKPACK_VANILLA − 0.086*ROBOT_MOPPING − 0.150*OXYGEN_SHAKE_CHOCOLATE
SNACKPACK_PISTACHIO,snackpacks,2,"['MICROCHIP_RECTANGLE', 'PEBBLES_S']","['microchips', 'pebbles']",2,True,"[0.11983283188381195, 0.10033095759423709]",12047.677692778521,0.657280928726008,"[13, 16]",47,0.0003518694425686897,534.4333446028635,SNACKPACK_PISTACHIO − 0.120*MICROCHIP_RECTANGLE − 0.100*PEBBLES_S
SNACKPACK_PISTACHIO,snackpacks,2,"['MICROCHIP_OVAL', 'MICROCHIP_RECTANGLE']",['microchips'],1,True,"[0.059520383904435606, 0.09869040535820987]",12168.508922238725,0.6538436549378556,"[11, 13]",47,0.00035997344365829183,553.5363521921282,SNACKPACK_PISTACHIO − 0.060*MICROCHIP_OVAL − 0.099*MICROCHIP_RECTANGLE
SNACKPACK_PISTACHIO,snackpacks,2,"['PANEL_1X4', 'OXYGEN_SHAKE_GARLIC']","['oxygen_shakes', 'panels']",2,True,"[0.06957712773626763, -0.11550918059884106]",12674.620210944639,0.639446358193227,"[37, 44]",47,0.0003712778766515427,565.61036319982,SNACKPACK_PISTACHIO − 0.070*PANEL_1X4 + 0.116*OXYGEN_SHAKE_GARLIC
SNACKPACK_PISTACHIO,snackpacks,2,"['MICROCHIP_OVAL', 'OXYGEN_SHAKE_EVENING_BREATH']","['microchips', 'oxygen_shakes']",2,True,"[0.09980335080536973, 0.1379431025066506]",12489.144940524922,0.6447225544896005,"[11, 41]",47,0.00038592428882577265,537.4591333904891,SNACKPACK_PISTACHIO − 0.100*MICROCHIP_OVAL − 0.138*OXYGEN_SHAKE_EVENING_BREATH
SNACKPACK_PISTACHIO,snackpacks,2,"['ROBOT_VACUUMING', 'OXYGEN_SHAKE_GARLIC']","['oxygen_shakes', 'robots']",2,True,"[0.11623977321700422, -0.10639605197746224]",12797.528004243351,0.6359500126031621,"[20, 44]",47,0.00040480982535392193,565.3807574642876,SNACKPACK_PISTACHIO − 0.116*ROBOT_VACUUMING + 0.106*OXYGEN_SHAKE_GARLIC
SNACKPACK_PISTACHIO,snackpacks,2,"['ROBOT_IRONING', 'UV_VISOR_MAGENTA']","['robots', 'uv_visors']",2,True,"[0.14438390816409932, -0.09290840846567469]",11939.58963277824,0.6603556988587871,"[24, 29]",47,0.0004110412864716586,535.7447827134549,SNACKPACK_PISTACHIO − 0.144*ROBOT_IRONING + 0.093*UV_VISOR_MAGENTA
SNACKPACK_PISTACHIO,snackpacks,2,"['GALAXY_SOUNDS_SOLAR_WINDS', 'OXYGEN_SHAKE_GARLIC']","['galaxy_sounds', 'oxygen_shakes']",2,True,"[-0.09771143518829575, -0.12245765772252387]",12870.206843511656,0.6338825249984567,"[3, 44]",47,0.00044227360281579974,561.3059229612609,SNACKPACK_PISTACHIO + 0.098*GALAXY_SOUNDS_SOLAR_WINDS + 0.122*OXYGEN_SHAKE_GARLIC
SNACKPACK_PISTACHIO,snackpacks,2,"['ROBOT_IRONING', 'OXYGEN_SHAKE_GARLIC']","['oxygen_shakes', 'robots']",2,True,"[0.11486405686818002, -0.07296751982907582]",12416.119903626866,0.6467998903433353,"[24, 44]",47,0.0004427862548244673,563.3965244417717,SNACKPACK_PISTACHIO − 0.115*ROBOT_IRONING + 0.073*OXYGEN_SHAKE_GARLIC
SNACKPACK_PISTACHIO,snackpacks,2,"['MICROCHIP_RECTANGLE', 'ROBOT_IRONING']","['microchips', 'robots']",2,True,"[0.08804269767313747, 0.13000590654107275]",11682.264597388086,0.6676757981669983,"[13, 24]",47,0.0004900835704288466,543.4745246171078,SNACKPACK_PISTACHIO − 0.088*MICROCHIP_RECTANGLE − 0.130*ROBOT_IRONING
SNACKPACK_RASPBERRY,snackpacks,2,"['TRANSLATOR_ASTRO_BLACK', 'SNACKPACK_STRAWBERRY']","['snackpacks', 'translators']",2,False,"[-0.27206823702288, -0.4159080792465214]",12706.183880082966,0.5593605185403523,"[31, 48]",49,0.0005092953763069865,527.0832778483215,SNACKPACK_RASPBERRY + 0.272*TRANSLATOR_ASTRO_BLACK + 0.416*SNACKPACK_STRAWBERRY
SNACKPACK_PISTACHIO,snackpacks,2,"['PEBBLES_XS', 'TRANSLATOR_ECLIPSE_CHARCOAL']","['pebbles', 'translators']",2,True,"[0.10520775941964548, 0.13405762415771943]",12265.19739979822,0.6510931675761337,"[15, 32]",47,0.000511495491958001,546.1279190849642,SNACKPACK_PISTACHIO − 0.105*PEBBLES_XS − 0.134*TRANSLATOR_ECLIPSE_CHARCOAL
SNACKPACK_PISTACHIO,snackpacks,2,"['PEBBLES_XS', 'PEBBLES_M']",['pebbles'],1,True,"[0.07063649255155215, -0.08682934158252331]",12614.636060898967,0.6411527212549759,"[15, 17]",47,0.0005446150711242015,563.0911418485148,SNACKPACK_PISTACHIO − 0.071*PEBBLES_XS + 0.087*PEBBLES_M
SNACKPACK_PISTACHIO,snackpacks,2,"['PEBBLES_XS', 'ROBOT_IRONING']","['pebbles', 'robots']",2,True,"[0.05263169723638476, 0.10884789801857919]",11982.905814608683,0.6591234878064476,"[15, 24]",47,0.0006565688079143011,563.7322419646077,SNACKPACK_PISTACHIO − 0.053*PEBBLES_XS − 0.109*ROBOT_IRONING
SNACKPACK_PISTACHIO,snackpacks,2,"['PEBBLES_XS', 'OXYGEN_SHAKE_GARLIC']","['oxygen_shakes', 'pebbles']",2,True,"[0.05791418811950477, -0.07564538262654465]",12849.623106174422,0.6344680684968351,"[15, 44]",47,0.0007642567285534603,599.1339113332614,SNACKPACK_PISTACHIO − 0.058*PEBBLES_XS + 0.076*OXYGEN_SHAKE_GARLIC
SNACKPACK_RASPBERRY,snackpacks,2,"['OXYGEN_SHAKE_MINT', 'SNACKPACK_PISTACHIO']","['oxygen_shakes', 'snackpacks']",2,False,"[0.1469524023685707, -0.5171341319698911]",16283.417667032438,0.43530514079533456,"[42, 47]",49,0.0007912879542734446,581.6706072651851,SNACKPACK_RASPBERRY − 0.147*OXYGEN_SHAKE_MINT + 0.517*SNACKPACK_PISTACHIO
SNACKPACK_PISTACHIO,snackpacks,2,"['SLEEP_POD_SUEDE', 'ROBOT_IRONING']","['robots', 'sleep_pods']",2,True,"[-0.05454611160825444, 0.14995897371419975]",12505.485245242504,0.6442577234906353,"[5, 24]",47,0.0008314435764467686,573.0790132355963,SNACKPACK_PISTACHIO + 0.055*SLEEP_POD_SUEDE − 0.150*ROBOT_IRONING
SNACKPACK_PISTACHIO,snackpacks,2,"['ROBOT_IRONING', 'OXYGEN_SHAKE_EVENING_BREATH']","['oxygen_shakes', 'robots']",2,True,"[0.1950160273883663, 0.09095764348089878]",12735.285550902197,0.6377206173908119,"[24, 41]",47,0.0008354038415565795,554.5947079017959,SNACKPACK_PISTACHIO − 0.195*ROBOT_IRONING − 0.091*OXYGEN_SHAKE_EVENING_BREATH
SNACKPACK_RASPBERRY,snackpacks,2,"['SLEEP_POD_COTTON', 'SNACKPACK_PISTACHIO']","['sleep_pods', 'snackpacks']",2,False,"[-0.14363752447281172, -0.8452710258583488]",10925.04893892457,0.621128739769382,"[9, 47]",49,0.0009419039173454085,522.1454468394685,SNACKPACK_RASPBERRY + 0.144*SLEEP_POD_COTTON + 0.845*SNACKPACK_PISTACHIO
SNACKPACK_PISTACHIO,snackpacks,2,"['MICROCHIP_SQUARE', 'OXYGEN_SHAKE_GARLIC']","['microchips', 'oxygen_shakes']",2,True,"[-0.03406305283811562, -0.10583686931421964]",12825.241036882966,0.6351616627609242,"[12, 44]",47,0.0009494881546745262,598.1991632079577,SNACKPACK_PISTACHIO + 0.034*MICROCHIP_SQUARE + 0.106*OXYGEN_SHAKE_GARLIC
SNACKPACK_STRAWBERRY,snackpacks,2,"['UV_VISOR_AMBER', 'SNACKPACK_PISTACHIO']","['snackpacks', 'uv_visors']",2,False,"[-0.4381879498774137, 0.8267820386343274]",15124.989910398435,0.8855736463780512,"[26, 47]",48,0.0010073346406097839,624.4749141316452,SNACKPACK_STRAWBERRY + 0.438*UV_VISOR_AMBER − 0.827*SNACKPACK_PISTACHIO
SNACKPACK_PISTACHIO,snackpacks,2,"['ROBOT_DISHES', 'SNACKPACK_RASPBERRY']","['robots', 'snackpacks']",2,False,"[-0.21078269591375973, -0.567437387186485]",12701.231539175013,0.6386893484251165,"[22, 49]",47,0.001332295094553129,584.528941803431,SNACKPACK_PISTACHIO + 0.211*ROBOT_DISHES + 0.567*SNACKPACK_RASPBERRY
SNACKPACK_PISTACHIO,snackpacks,2,"['MICROCHIP_SQUARE', 'ROBOT_IRONING']","['microchips', 'robots']",2,True,"[-0.027053164889354935, 0.14215482586795905]",12857.257535071069,0.6342508926686059,"[12, 24]",47,0.0015410121600749457,607.7670741672832,SNACKPACK_PISTACHIO + 0.027*MICROCHIP_SQUARE − 0.142*ROBOT_IRONING
SNACKPACK_RASPBERRY,snackpacks,2,"['ROBOT_DISHES', 'SNACKPACK_STRAWBERRY']","['robots', 'snackpacks']",2,False,"[0.19469009527802267, -0.41575454613589985]",18706.481542964186,0.35127537860152647,"[22, 48]",49,0.002009576115867753,616.6473170243897,SNACKPACK_RASPBERRY − 0.195*ROBOT_DISHES + 0.416*SNACKPACK_STRAWBERRY
SNACKPACK_PISTACHIO,snackpacks,2,"['PEBBLES_XS', 'SNACKPACK_STRAWBERRY']","['pebbles', 'snackpacks']",2,False,"[0.18319510402346814, 0.3936158829731167]",8795.918711795483,0.7497833882363063,"[15, 48]",47,0.0020972675434680925,745.24458036426,SNACKPACK_PISTACHIO − 0.183*PEBBLES_XS − 0.394*SNACKPACK_STRAWBERRY
SNACKPACK_PISTACHIO,snackpacks,2,"['OXYGEN_SHAKE_MORNING_BREATH', 'SNACKPACK_RASPBERRY']","['oxygen_shakes', 'snackpacks']",2,False,"[0.18065783230284593, -0.4881474627543314]",12656.67781660315,0.6399567636740138,"[40, 49]",47,0.002114185696617677,999.1954858824241,SNACKPACK_PISTACHIO − 0.181*OXYGEN_SHAKE_MORNING_BREATH + 0.488*SNACKPACK_RASPBERRY
SNACKPACK_RASPBERRY,snackpacks,2,"['PANEL_2X2', 'SNACKPACK_PISTACHIO']","['panels', 'snackpacks']",2,False,"[0.10868771802345388, -0.5882256826324695]",16991.068276719285,0.41076442891442166,"[36, 47]",49,0.0023016515758258606,664.1477063062312,SNACKPACK_RASPBERRY − 0.109*PANEL_2X2 + 0.588*SNACKPACK_PISTACHIO
SNACKPACK_RASPBERRY,snackpacks,2,"['PEBBLES_XS', 'SNACKPACK_STRAWBERRY']","['pebbles', 'snackpacks']",2,False,"[-0.16946896615942528, -0.7678060129236465]",7203.999032917487,0.7501715362960859,"[15, 48]",49,0.0025942692108236343,554.359587401573,SNACKPACK_RASPBERRY + 0.169*PEBBLES_XS + 0.768*SNACKPACK_STRAWBERRY
SNACKPACK_RASPBERRY,snackpacks,2,"['SLEEP_POD_POLYESTER', 'SNACKPACK_PISTACHIO']","['sleep_pods', 'snackpacks']",2,False,"[-0.12962711323037457, -0.8785011973380551]",12087.189273753818,0.5808267168051782,"[7, 47]",49,0.0027130457937688817,602.89958173576,SNACKPACK_RASPBERRY + 0.130*SLEEP_POD_POLYESTER + 0.879*SNACKPACK_PISTACHIO
SNACKPACK_PISTACHIO,snackpacks,2,"['ROBOT_IRONING', 'SNACKPACK_RASPBERRY']","['robots', 'snackpacks']",2,False,"[0.18571656914871504, -0.5290693656482832]",5965.502921592291,0.8302999405274694,"[24, 49]",47,0.0027513364924888757,618.8833583152284,SNACKPACK_PISTACHIO − 0.186*ROBOT_IRONING + 0.529*SNACKPACK_RASPBERRY
SNACKPACK_PISTACHIO,snackpacks,2,"['PEBBLES_M', 'SNACKPACK_RASPBERRY']","['pebbles', 'snackpacks']",2,False,"[-0.1730365665342205, -0.43829063073191366]",12647.095303458558,0.6402293564582111,"[17, 49]",47,0.002865298705286849,855.7885656059726,SNACKPACK_PISTACHIO + 0.173*PEBBLES_M + 0.438*SNACKPACK_RASPBERRY
SNACKPACK_STRAWBERRY,snackpacks,2,"['PEBBLES_XS', 'SNACKPACK_RASPBERRY']","['pebbles', 'snackpacks']",2,False,"[-0.2188631389355536, -0.9762636091754612]",9159.86847979002,0.9307020794057915,"[15, 49]",48,0.0028874415369983873,583.3455753471347,SNACKPACK_STRAWBERRY + 0.219*PEBBLES_XS + 0.976*SNACKPACK_RASPBERRY
SNACKPACK_RASPBERRY,snackpacks,2,"['ROBOT_LAUNDRY', 'SNACKPACK_PISTACHIO']","['robots', 'snackpacks']",2,False,"[0.1274709601071094, -0.6648987782499829]",17187.249146711743,0.40396104580257464,"[23, 47]",49,0.002951988238464775,701.1595590714654,SNACKPACK_RASPBERRY − 0.127*ROBOT_LAUNDRY + 0.665*SNACKPACK_PISTACHIO
SNACKPACK_RASPBERRY,snackpacks,2,"['TRANSLATOR_GRAPHITE_MIST', 'SNACKPACK_PISTACHIO']","['snackpacks', 'translators']",2,False,"[-0.11079209236003618, -0.5460512245192142]",18960.966321823485,0.34245006629263497,"[33, 47]",49,0.0029584133986703,692.4296128813114,SNACKPACK_RASPBERRY + 0.111*TRANSLATOR_GRAPHITE_MIST + 0.546*SNACKPACK_PISTACHIO
SNACKPACK_RASPBERRY,snackpacks,2,"['SNACKPACK_CHOCOLATE', 'SNACKPACK_PISTACHIO']",['snackpacks'],1,False,"[0.3042555213253993, -0.6036983246340306]",18798.26906719446,0.34809226654656167,"[45, 47]",49,0.0032188021804935166,711.293473207576,SNACKPACK_RASPBERRY − 0.304*SNACKPACK_CHOCOLATE + 0.604*SNACKPACK_PISTACHIO
SNACKPACK_PISTACHIO,snackpacks,2,"['MICROCHIP_OVAL', 'SNACKPACK_RASPBERRY']","['microchips', 'snackpacks']",2,False,"[0.08843052973731748, -0.5164004518733853]",7655.158532210709,0.7822344779204196,"[11, 49]",47,0.003269112719264442,830.3438956861435,SNACKPACK_PISTACHIO − 0.088*MICROCHIP_OVAL + 0.516*SNACKPACK_RASPBERRY
SNACKPACK_RASPBERRY,snackpacks,2,"['PEBBLES_XL', 'SNACKPACK_STRAWBERRY']","['pebbles', 'snackpacks']",2,False,"[0.08259706311191012, -0.49200877958946465]",14174.749506458444,0.5084319311530803,"[19, 48]",49,0.004025363615309751,687.688094795836,SNACKPACK_RASPBERRY − 0.083*PEBBLES_XL + 0.492*SNACKPACK_STRAWBERRY
SNACKPACK_RASPBERRY,snackpacks,2,"['ROBOT_DISHES', 'SNACKPACK_PISTACHIO']","['robots', 'snackpacks']",2,False,"[-0.16147324428997925, -0.7439247470244434]",16651.63535756655,0.4225356693511546,"[22, 47]",49,0.004452558652910532,584.5262857438258,SNACKPACK_RASPBERRY + 0.161*ROBOT_DISHES + 0.744*SNACKPACK_PISTACHIO
SNACKPACK_RASPBERRY,snackpacks,2,"['ROBOT_VACUUMING', 'SNACKPACK_STRAWBERRY']","['robots', 'snackpacks']",2,False,"[-0.2318749786893306, -0.4312594389083526]",15991.129317660212,0.4454414482751877,"[20, 48]",49,0.004659850234333505,712.0837531417346,SNACKPACK_RASPBERRY + 0.232*ROBOT_VACUUMING + 0.431*SNACKPACK_STRAWBERRY
SNACKPACK_RASPBERRY,snackpacks,2,"['UV_VISOR_RED', 'SNACKPACK_PISTACHIO']","['snackpacks', 'uv_visors']",2,False,"[-0.1350356293395158, -0.6600063408397563]",16948.10936672019,0.41225420680562197,"[28, 47]",49,0.00483105649861777,696.9995617292743,SNACKPACK_RASPBERRY + 0.135*UV_VISOR_RED + 0.660*SNACKPACK_PISTACHIO
SNACKPACK_RASPBERRY,snackpacks,2,"['UV_VISOR_ORANGE', 'SNACKPACK_PISTACHIO']","['snackpacks', 'uv_visors']",2,False,"[-0.11008173521737787, -0.5424388283648629]",18326.516301254404,0.3644522449730365,"[27, 47]",49,0.005226628133841988,681.0234217513395,SNACKPACK_RASPBERRY + 0.110*UV_VISOR_ORANGE + 0.542*SNACKPACK_PISTACHIO
SNACKPACK_RASPBERRY,snackpacks,2,"['ROBOT_IRONING', 'SNACKPACK_PISTACHIO']","['robots', 'snackpacks']",2,False,"[0.19956749541471758, -1.0865850203298493]",12251.750969163622,0.5751198593554634,"[24, 47]",49,0.005260354374640075,632.4871105922628,SNACKPACK_RASPBERRY − 0.200*ROBOT_IRONING + 1.087*SNACKPACK_PISTACHIO
SNACKPACK_RASPBERRY,snackpacks,2,"['GALAXY_SOUNDS_BLACK_HOLES', 'SNACKPACK_PISTACHIO']","['galaxy_sounds', 'snackpacks']",2,False,"[-0.12645951749155995, -0.8911709792611909]",13840.404102392626,0.5200267409611543,"[1, 47]",49,0.005757404339755962,693.5060179102238,SNACKPACK_RASPBERRY + 0.126*GALAXY_SOUNDS_BLACK_HOLES + 0.891*SNACKPACK_PISTACHIO
SNACKPACK_RASPBERRY,snackpacks,2,"['TRANSLATOR_SPACE_GRAY', 'SNACKPACK_PISTACHIO']","['snackpacks', 'translators']",2,False,"[0.1436365950917146, -0.6096000204454205]",17379.331329367786,0.39729980162714074,"[30, 47]",49,0.005820566578060696,700.426777840757,SNACKPACK_RASPBERRY − 0.144*TRANSLATOR_SPACE_GRAY + 0.610*SNACKPACK_PISTACHIO
SNACKPACK_RASPBERRY,snackpacks,2,"['PANEL_2X4', 'SNACKPACK_PISTACHIO']","['panels', 'snackpacks']",2,False,"[-0.1777708132558018, -0.8534908733179372]",14981.829140076969,0.4804431066082251,"[38, 47]",49,0.006074199644595126,686.5494527692184,SNACKPACK_RASPBERRY + 0.178*PANEL_2X4 + 0.853*SNACKPACK_PISTACHIO
SNACKPACK_PISTACHIO,snackpacks,2,"['OXYGEN_SHAKE_GARLIC', 'SNACKPACK_RASPBERRY']","['oxygen_shakes', 'snackpacks']",2,False,"[-0.14761673362628974, -0.539124509883444]",6655.975760904203,0.8106581293615931,"[44, 49]",47,0.0062320690933854285,703.1321412190867,SNACKPACK_PISTACHIO + 0.148*OXYGEN_SHAKE_GARLIC + 0.539*SNACKPACK_RASPBERRY
SNACKPACK_RASPBERRY,snackpacks,2,"['TRANSLATOR_VOID_BLUE', 'SNACKPACK_PISTACHIO']","['snackpacks', 'translators']",2,False,"[-0.11367051303232895, -0.6363263293928375]",18581.850536865182,0.3555974742377578,"[34, 47]",49,0.006280172042527898,755.2186581403869,SNACKPACK_RASPBERRY + 0.114*TRANSLATOR_VOID_BLUE + 0.636*SNACKPACK_PISTACHIO
SNACKPACK_STRAWBERRY,snackpacks,2,"['UV_VISOR_AMBER', 'SNACKPACK_RASPBERRY']","['snackpacks', 'uv_visors']",2,False,"[-0.3206934231168003, -0.8148724968547356]",7504.465819794568,0.9432258358698621,"[26, 49]",48,0.006606200455929746,580.4029966341773,SNACKPACK_STRAWBERRY + 0.321*UV_VISOR_AMBER + 0.815*SNACKPACK_RASPBERRY
SNACKPACK_RASPBERRY,snackpacks,2,"['UV_VISOR_MAGENTA', 'SNACKPACK_PISTACHIO']","['snackpacks', 'uv_visors']",2,False,"[-0.14911319580122923, -0.7716550706187192]",16959.415493277407,0.4118621201027608,"[29, 47]",49,0.006873620986895921,748.0599947963888,SNACKPACK_RASPBERRY + 0.149*UV_VISOR_MAGENTA + 0.772*SNACKPACK_PISTACHIO
SNACKPACK_RASPBERRY,snackpacks,2,"['PANEL_1X4', 'SNACKPACK_PISTACHIO']","['panels', 'snackpacks']",2,False,"[0.09537290040448396, -0.7179510123923648]",17890.942086034327,0.3795575825112899,"[37, 47]",49,0.006986221676120941,791.1343890587647,SNACKPACK_RASPBERRY − 0.095*PANEL_1X4 + 0.718*SNACKPACK_PISTACHIO
SNACKPACK_RASPBERRY,snackpacks,2,"['UV_VISOR_AMBER', 'SNACKPACK_PISTACHIO']","['snackpacks', 'uv_visors']",2,False,"[0.14119121951262106, -0.9925517922016769]",12221.420069719832,0.5761717087485818,"[26, 47]",49,0.007047590382165292,708.9879013668084,SNACKPACK_RASPBERRY − 0.141*UV_VISOR_AMBER + 0.993*SNACKPACK_PISTACHIO
SNACKPACK_RASPBERRY,snackpacks,2,"['MICROCHIP_TRIANGLE', 'SNACKPACK_PISTACHIO']","['microchips', 'snackpacks']",2,False,"[0.09295085908053564, -0.6798636280532278]",17552.491188225496,0.3912947672960785,"[14, 47]",49,0.00714333111759413,727.2840674418724,SNACKPACK_RASPBERRY − 0.093*MICROCHIP_TRIANGLE + 0.680*SNACKPACK_PISTACHIO
SNACKPACK_RASPBERRY,snackpacks,2,"['MICROCHIP_OVAL', 'SNACKPACK_PISTACHIO']","['microchips', 'snackpacks']",2,False,"[0.08353026356119987, -0.9696198861179173]",14373.716981248246,0.5015319109939086,"[11, 47]",49,0.007149964269399118,762.5608929366884,SNACKPACK_RASPBERRY − 0.084*MICROCHIP_OVAL + 0.970*SNACKPACK_PISTACHIO
