a,b,group_a,group_b,cross_group,ols_h,int_h,ols_resid_std_ratio,int_resid_std_ratio,int_resid_inflation,int_adf_p,int_half_life
MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,microchips,microchips,False,-2.147323256002342,-2,0.4706906678978521,0.47456706633844054,1.008235554059104,0.009400634019090982,900.0931109525593
SNACKPACK_PISTACHIO,SNACKPACK_STRAWBERRY,snackpacks,snackpacks,False,-0.227546571804907,-1,0.8973904332428033,1.7461173610157066,1.945772203862203,0.009474689500199834,866.0167660229947
PEBBLES_S,PANEL_2X4,pebbles,panels,True,-1.1018096118901928,-1,0.5587961608449988,0.5640259251192398,1.0093589839027037,0.009930272233716893,865.3690636084906
PEBBLES_M,ROBOT_VACUUMING,pebbles,robots,True,-0.9671284164743936,-1,0.6584570253592394,0.6589537335672857,1.0007543517479751,0.009970446881191428,890.7295030472086
UV_VISOR_AMBER,SNACKPACK_STRAWBERRY,uv_visors,snackpacks,True,-2.4503299673109256,-2,0.4488071792485662,0.4779128846521202,1.0648512473715002,0.011313237437432835,919.1554100732326
ROBOT_MOPPING,SNACKPACK_CHOCOLATE,robots,snackpacks,True,-2.5720820391382433,-3,0.7396384439034331,0.748065400691314,1.0113933461103073,0.011369030052986227,860.7160114491855
MICROCHIP_OVAL,MICROCHIP_TRIANGLE,microchips,microchips,False,1.6209796083664385,2,0.49224128663229616,0.5326601757130258,1.0821119442403102,0.011579785960549219,928.4545619217195
ROBOT_IRONING,SNACKPACK_CHOCOLATE,robots,snackpacks,True,2.640212605681062,3,0.7263123986598304,0.7323274663640876,1.0082816536181345,0.011937760180392743,860.5519501523803
SLEEP_POD_SUEDE,TRANSLATOR_ASTRO_BLACK,sleep_pods,translators,True,-1.5126093344274083,-2,0.567818462355321,0.6267117383303287,1.1037184943418665,0.011967118150453301,911.9373592058027
GALAXY_SOUNDS_SOLAR_FLAMES,ROBOT_VACUUMING,galaxy_sounds,robots,True,0.2804684848392327,1,0.9427516596077501,1.273099259803641,1.3504078691660308,0.012469726783717596,1433.4912231032363
MICROCHIP_RECTANGLE,OXYGEN_SHAKE_MORNING_BREATH,microchips,oxygen_shakes,True,0.8707998143820951,1,0.6546699437060725,0.6642073653040076,1.014568290005715,0.012504473853813291,1077.1452691495413
GALAXY_SOUNDS_DARK_MATTER,SLEEP_POD_LAMB_WOOL,galaxy_sounds,sleep_pods,True,-0.27667718664240726,-1,0.9383548033029921,1.3027610646686976,1.3883459221213574,0.012930588094441758,1039.8058341082549
MICROCHIP_CIRCLE,UV_VISOR_RED,microchips,uv_visors,True,0.45342532437792293,1,0.8657770549965979,1.0552076292344343,1.2187983305223777,0.013229969580735123,1397.5489636011018
MICROCHIP_OVAL,ROBOT_VACUUMING,microchips,robots,True,2.525269227241643,3,0.4913319263448543,0.5178962536405773,1.0540659498627374,0.013368380822336164,952.3968686910667
PEBBLES_XL,OXYGEN_SHAKE_GARLIC,pebbles,oxygen_shakes,True,1.589889906700462,2,0.5216105205750202,0.5661375391362944,1.0853644947808718,0.013385191741925853,949.3866090372027
SNACKPACK_CHOCOLATE,SNACKPACK_RASPBERRY,snackpacks,snackpacks,False,0.05447121989053204,1,0.9989377122154044,1.2797245760767475,1.2810854575092827,0.013776656582963837,898.2925249313959
UV_VISOR_RED,PANEL_2X2,uv_visors,panels,True,-0.7119497707075633,-1,0.5760188114945095,0.6642135481640191,1.153110861849605,0.014226736537645652,955.4637487957763
PANEL_2X4,SNACKPACK_CHOCOLATE,panels,snackpacks,True,-2.119735088402668,-2,0.7346705283032057,0.7356692959659025,1.0013594769685448,0.015060268628853367,932.9042872574114
OXYGEN_SHAKE_GARLIC,SNACKPACK_PISTACHIO,oxygen_shakes,snackpacks,True,-3.846478941205146,-4,0.6540093032160436,0.6547058758772815,1.0010650806614103,0.015074567336147088,928.998401715746
GALAXY_SOUNDS_BLACK_HOLES,PEBBLES_S,galaxy_sounds,pebbles,True,-1.017935311400289,-1,0.46558353104514366,0.46584457795236944,1.0005606875884114,0.015126503332670764,859.929083482385
ROBOT_DISHES,UV_VISOR_MAGENTA,robots,uv_visors,True,0.6577402552336965,1,0.6887566325776818,0.7853069603528792,1.1401806141798683,0.01530404290632048,575.7066527545151
PEBBLES_XL,TRANSLATOR_SPACE_GRAY,pebbles,translators,True,-2.682137445586518,-3,0.6511370574023748,0.6573199993659734,1.0094956075580532,0.015356637529492338,1049.5607580680562
MICROCHIP_TRIANGLE,UV_VISOR_RED,microchips,uv_visors,True,-1.2086234693257076,-1,0.5229639118906398,0.5432657044479484,1.038820637706936,0.01574609574796328,908.7618793697694
MICROCHIP_RECTANGLE,TRANSLATOR_ASTRO_BLACK,microchips,translators,True,1.252972836358553,1,0.5780693759026152,0.6010869850059775,1.0398180738556195,0.016334939935043067,1051.028551652542
ROBOT_VACUUMING,ROBOT_LAUNDRY,robots,robots,False,0.6860760206514589,1,0.6164205706235709,0.7139930824826959,1.1582888639819735,0.016674172413128196,1049.1837969860085
SLEEP_POD_NYLON,PANEL_2X4,sleep_pods,panels,True,0.4411111693916264,1,0.8391965292201515,1.0858247519324338,1.293886132896032,0.017101459751332405,1378.4417600619854
TRANSLATOR_SPACE_GRAY,OXYGEN_SHAKE_CHOCOLATE,translators,oxygen_shakes,True,-0.6094105548461539,-1,0.7335878907682014,0.8531556651058518,1.162990387167434,0.017454447443830234,1062.666271831115
ROBOT_LAUNDRY,PANEL_2X2,robots,panels,True,0.7682056439198531,1,0.5366169270806957,0.593956911905919,1.1068545957675326,0.01788307607233475,989.479381177293
PEBBLES_S,SNACKPACK_PISTACHIO,pebbles,snackpacks,True,3.115179701189812,3,0.7132203095341483,0.7136910161551727,1.000659973664143,0.01841441302403415,1029.7755597307169
ROBOT_VACUUMING,OXYGEN_SHAKE_MORNING_BREATH,robots,oxygen_shakes,True,0.649195373059844,1,0.6108282999388113,0.7457623276977386,1.2209033664164612,0.018518817759194027,1079.295265479925
PEBBLES_S,UV_VISOR_RED,pebbles,uv_visors,True,-1.1422048038977801,-1,0.5924610738086038,0.6008907326381987,1.0142282070540185,0.018721814889457573,1010.11948841797
GALAXY_SOUNDS_BLACK_HOLES,OXYGEN_SHAKE_GARLIC,galaxy_sounds,oxygen_shakes,True,0.8900592121847992,1,0.4649685851258644,0.4776552961165673,1.0272850927923844,0.01886170639859361,1042.9215409224096
ROBOT_DISHES,UV_VISOR_AMBER,robots,uv_visors,True,-0.4558511280516235,-1,0.5774720075827215,1.1327920782699492,1.9616398083290285,0.019027208961496074,1064.8647176233078
PEBBLES_S,ROBOT_LAUNDRY,pebbles,robots,True,1.0592190634226224,1,0.6246682254954427,0.626192007096918,1.0024393454625722,0.01930477741643044,1089.7062864231566
GALAXY_SOUNDS_SOLAR_FLAMES,SNACKPACK_RASPBERRY,galaxy_sounds,snackpacks,True,-0.45201006490974205,-1,0.985355016102253,1.006806213786294,1.02177001926564,0.01936215497863511,1207.1812483451997
SLEEP_POD_LAMB_WOOL,UV_VISOR_YELLOW,sleep_pods,uv_visors,True,-0.35550914662765254,-1,0.8098346701680882,1.336763000955555,1.650661610570585,0.01956744891496837,1376.3497263279248
ROBOT_IRONING,OXYGEN_SHAKE_MORNING_BREATH,robots,oxygen_shakes,True,0.9458239649961374,1,0.598935157813221,0.6006890142589315,1.002928291022544,0.019965027397687463,1138.3026940533246
ROBOT_DISHES,SNACKPACK_PISTACHIO,robots,snackpacks,True,-1.8174266397094245,-2,0.7907251943595215,0.7931129843218526,1.0030197469100062,0.02062254675364148,594.394703748386
ROBOT_DISHES,TRANSLATOR_VOID_BLUE,robots,translators,True,0.6896273185677212,1,0.6964087122552928,0.7676605762528951,1.102313286355732,0.020631325497292897,562.4451681375272
SNACKPACK_CHOCOLATE,SNACKPACK_STRAWBERRY,snackpacks,snackpacks,False,-0.29871267538249985,-1,0.8409996221973149,1.5233712129906096,1.8113815663917112,0.021123307250456438,1069.101088816823
MICROCHIP_RECTANGLE,PEBBLES_M,microchips,pebbles,True,-0.7407374219788717,-1,0.7355241291384498,0.7728037973810318,1.050684493908105,0.021316453589131062,1090.771780392674
PEBBLES_XS,ROBOT_DISHES,pebbles,robots,True,-2.0291706313082414,-2,0.6267506348775209,0.6268507305096049,1.0001597056732197,0.02162822962539754,682.3310489195376
ROBOT_IRONING,SNACKPACK_PISTACHIO,robots,snackpacks,True,3.1875233376878334,3,0.6318073007283685,0.6334507973713631,1.0026012625069383,0.022012441284716744,935.5427375044894
PEBBLES_XL,OXYGEN_SHAKE_CHOCOLATE,pebbles,oxygen_shakes,True,1.9030190410280048,2,0.7996164321899719,0.8002018394219906,1.0007321100573376,0.022119309129775135,1439.8214240144196
TRANSLATOR_VOID_BLUE,SNACKPACK_STRAWBERRY,translators,snackpacks,True,1.280630331036999,1,0.5949036756070695,0.6204317613637549,1.0429112927074038,0.022578430910329267,1032.4080884632215
ROBOT_VACUUMING,SNACKPACK_CHOCOLATE,robots,snackpacks,True,1.6183807756520674,2,0.7947575453446856,0.8075404271089629,1.0160840017677761,0.022643611894835318,1010.1747707009004
PEBBLES_S,SNACKPACK_STRAWBERRY,pebbles,snackpacks,True,-1.6453051965474228,-2,0.6961765865863436,0.7131704092308339,1.0244102185737363,0.022661461544336067,1006.2277504915701
TRANSLATOR_ASTRO_BLACK,SNACKPACK_PISTACHIO,translators,snackpacks,True,1.6409971395176093,2,0.7780182980301249,0.7900648975336425,1.0154836968925005,0.022941254578818307,1060.0550137719424
ROBOT_DISHES,OXYGEN_SHAKE_GARLIC,robots,oxygen_shakes,True,0.46599157995229723,1,0.602527472826533,1.0952231677551008,1.8177149045457954,0.023318174404160893,917.1064228130311
PEBBLES_S,OXYGEN_SHAKE_CHOCOLATE,pebbles,oxygen_shakes,True,-1.0203455018327432,-1,0.7271761064290321,0.7273049175230555,1.0001771387878184,0.023618794594897602,1215.3477278226742
PEBBLES_XS,SNACKPACK_STRAWBERRY,pebbles,snackpacks,True,-3.390715369218873,-3,0.5260493922111579,0.5350997049398221,1.017204302224593,0.023640057050361322,1030.7886281484336
GALAXY_SOUNDS_SOLAR_FLAMES,UV_VISOR_RED,galaxy_sounds,uv_visors,True,-0.0904968793302204,-1,0.992995459310096,1.547923151699049,1.558842124791286,0.023766533459020467,1695.0112641010357
PEBBLES_XS,OXYGEN_SHAKE_MORNING_BREATH,pebbles,oxygen_shakes,True,1.7194267608888534,2,0.6327626295027751,0.645255380255699,1.019743186734559,0.024256310635729448,1418.3105093250726
ROBOT_MOPPING,PANEL_1X4,robots,panels,True,-0.8049789504397701,-1,0.48385482896068954,0.5282691962344285,1.091792753973625,0.024320189858892456,1045.269281449015
MICROCHIP_CIRCLE,OXYGEN_SHAKE_GARLIC,microchips,oxygen_shakes,True,0.27737128038820485,1,0.8679944612551448,1.5579168910728387,1.794846580956342,0.024595985695031675,2103.2556842265362
PANEL_1X2,SNACKPACK_VANILLA,panels,snackpacks,True,1.5951318220145458,2,0.875784258703186,0.884312453645039,1.0097377805745003,0.024861971646228026,1266.7908150011315
SLEEP_POD_NYLON,OXYGEN_SHAKE_CHOCOLATE,sleep_pods,oxygen_shakes,True,0.6812662977651929,1,0.6606064783485079,0.7481751499110623,1.1325579969810058,0.02496226991876478,959.6268437387412
MICROCHIP_RECTANGLE,UV_VISOR_MAGENTA,microchips,uv_visors,True,-0.9584344992336647,-1,0.6233245468522473,0.6242463720830913,1.0014788848530018,0.025364195433601563,1048.658986123699
MICROCHIP_SQUARE,SNACKPACK_STRAWBERRY,microchips,snackpacks,True,4.0410093646297485,4,0.5963397709709976,0.5963954105242214,1.0000933017650881,0.02541580239323528,1113.2833435291293
GALAXY_SOUNDS_SOLAR_FLAMES,UV_VISOR_MAGENTA,galaxy_sounds,uv_visors,True,-0.07540035067108031,-1,0.9947050915396503,1.6054941432505734,1.614040339097406,0.02542630318767751,1758.6576868942748
PEBBLES_M,PANEL_1X4,pebbles,panels,True,-0.6595936612026595,-1,0.600253056875711,0.728479762670633,1.2136210791867283,0.025523588723170024,1078.6996027987404
MICROCHIP_TRIANGLE,OXYGEN_SHAKE_GARLIC,microchips,oxygen_shakes,True,-0.6498710001020531,-1,0.6688111455697102,0.7795755530247925,1.1656138779815495,0.025658678821888423,1332.3597587899442
UV_VISOR_YELLOW,UV_VISOR_RED,uv_visors,uv_visors,False,-0.5134244216322613,-1,0.8967342219477668,0.9899749203198678,1.103978075208924,0.02578344555467157,1666.4803940614572
SLEEP_POD_LAMB_WOOL,SNACKPACK_RASPBERRY,sleep_pods,snackpacks,True,0.7143163944023865,1,0.9559325412045692,0.9631166874550349,1.0075153276416482,0.02621402539073492,1147.4182918625795
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_GARLIC,oxygen_shakes,oxygen_shakes,False,0.37975377733774396,1,0.7635045115058295,1.3021133800743556,1.7054429416615355,0.026834435242203712,1731.1018713307408
SLEEP_POD_NYLON,ROBOT_VACUUMING,sleep_pods,robots,True,-0.5646214052863229,-1,0.8044160605861451,0.925702821171002,1.1507761549371356,0.026852844142296398,1370.2486770010296
GALAXY_SOUNDS_SOLAR_FLAMES,SNACKPACK_CHOCOLATE,galaxy_sounds,snackpacks,True,0.29373055663251046,1,0.9913847736225094,1.0402081447283738,1.049247650765771,0.027141724841562968,1407.628414455213
GALAXY_SOUNDS_DARK_MATTER,SNACKPACK_RASPBERRY,galaxy_sounds,snackpacks,True,-0.08920228991389277,-1,0.9989503936509201,1.1030131077370726,1.1041720537351496,0.027165572932615217,1064.3924391463897
PEBBLES_L,TRANSLATOR_GRAPHITE_MIST,pebbles,translators,True,0.8098379627707022,1,0.7598907970754778,0.7750699879373433,1.019975489794434,0.0273919893826684,1037.0915990335761
ROBOT_VACUUMING,PANEL_2X4,robots,panels,True,-0.6461693076860642,-1,0.653239995858726,0.773703752580841,1.1844096465094083,0.027686786759673843,1090.3918984880681
SLEEP_POD_POLYESTER,SLEEP_POD_COTTON,sleep_pods,sleep_pods,False,0.9638229304629585,1,0.483694335905142,0.48480868844528985,1.002303836240014,0.029378436661525092,1108.1495634806272
TRANSLATOR_ECLIPSE_CHARCOAL,SNACKPACK_STRAWBERRY,translators,snackpacks,True,0.34242183214107064,1,0.9367260736018586,1.152987064958373,1.2308689780833761,0.02939361690118929,1263.8565473073265
GALAXY_SOUNDS_SOLAR_FLAMES,TRANSLATOR_ECLIPSE_CHARCOAL,galaxy_sounds,translators,True,0.23251942269867093,1,0.9829824244376355,1.1549471872984702,1.174941848995129,0.029536950215020827,1380.3302116500445
ROBOT_DISHES,UV_VISOR_RED,robots,uv_visors,True,0.6124031945044545,1,0.7628354388139021,0.8656741733031901,1.1348111653663957,0.029617962799087606,698.3397214166572
MICROCHIP_SQUARE,OXYGEN_SHAKE_MORNING_BREATH,microchips,oxygen_shakes,True,-2.115286019299568,-2,0.6563351507574489,0.6576219690602304,1.0019606115889061,0.029990095182451132,1616.859865197897
ROBOT_VACUUMING,SNACKPACK_PISTACHIO,robots,snackpacks,True,1.9502777145071235,2,0.7302685741226006,0.7304762470870182,1.0002843788871336,0.030136498772716076,1098.2755658945455
MICROCHIP_RECTANGLE,SNACKPACK_PISTACHIO,microchips,snackpacks,True,2.8767739258782723,3,0.6968227813964437,0.6974997422648596,1.0009714964643652,0.03020793051676956,1011.8196646863585
UV_VISOR_MAGENTA,TRANSLATOR_ASTRO_BLACK,uv_visors,translators,True,-0.8942447455632003,-1,0.7003531701493447,0.7054221902197784,1.0072378055622317,0.030209452860546045,1149.694231497854
TRANSLATOR_VOID_BLUE,SNACKPACK_CHOCOLATE,translators,snackpacks,True,-1.6616410779176405,-2,0.8175757534441715,0.8259410579911424,1.0102318403055994,0.03091068234657494,1065.9306404192064
SLEEP_POD_NYLON,PANEL_1X2,sleep_pods,panels,True,0.6346844375139895,1,0.677009981415024,0.7986196305158267,1.1796275571102002,0.03103845114123623,1223.5038176405892
TRANSLATOR_ECLIPSE_CHARCOAL,SNACKPACK_RASPBERRY,translators,snackpacks,True,-0.4340566613636557,-1,0.9782861655697394,1.0149236521155256,1.0374506845085039,0.031695405434039765,1111.282946746585
OXYGEN_SHAKE_CHOCOLATE,SNACKPACK_CHOCOLATE,oxygen_shakes,snackpacks,True,-1.6633684786599376,-2,0.8032822631784975,0.8122755274929604,1.0111956465699585,0.03169947671421616,975.44875793811
ROBOT_VACUUMING,ROBOT_DISHES,robots,robots,False,-0.6601212751597593,-1,0.7271399383810968,0.8084941883173893,1.1118825217019703,0.03248984217284261,614.4684781034965
ROBOT_DISHES,TRANSLATOR_SPACE_GRAY,robots,translators,True,-0.7664793693815509,-1,0.7216911316498953,0.7518741370142844,1.0418226080946653,0.03288138120743594,588.5886379700228
PEBBLES_XS,PANEL_2X4,pebbles,panels,True,-1.986842100384042,-2,0.5108525996050506,0.5108843222352185,1.0000620974233907,0.033562844609168765,1063.0834928336901
SLEEP_POD_LAMB_WOOL,SNACKPACK_STRAWBERRY,sleep_pods,snackpacks,True,-0.11929874656450934,-1,0.9944745045910995,1.2607852054889572,1.2677903753876096,0.033956644297546384,1535.939264052234
GALAXY_SOUNDS_SOLAR_WINDS,OXYGEN_SHAKE_EVENING_BREATH,galaxy_sounds,oxygen_shakes,True,0.6810245501320664,1,0.8641685611962818,0.8957321441391084,1.0365247989340558,0.034037855597071204,1199.3412087944766
OXYGEN_SHAKE_CHOCOLATE,SNACKPACK_VANILLA,oxygen_shakes,snackpacks,True,1.8409988476341075,2,0.8101398342308948,0.8117204490634516,1.0019510395190696,0.034507751724230734,1016.513237175447
PEBBLES_S,ROBOT_IRONING,pebbles,robots,True,0.8606109455736407,1,0.6048796964979388,0.6184772956502663,1.022479840588225,0.0350864456976533,1092.3207638521158
GALAXY_SOUNDS_SOLAR_FLAMES,SNACKPACK_VANILLA,galaxy_sounds,snackpacks,True,-0.18847603081593264,-1,0.9972028074821611,1.0478471631613138,1.0507864150593647,0.03526022557193521,1440.7138532237934
GALAXY_SOUNDS_SOLAR_FLAMES,UV_VISOR_AMBER,galaxy_sounds,uv_visors,True,0.003909917079103685,1,0.999962509916104,2.422032643353254,2.422123448964562,0.035365568160714775,3195.0133770454054
TRANSLATOR_VOID_BLUE,PANEL_2X4,translators,panels,True,0.6686714705994358,1,0.6897914121000573,0.7775039063583828,1.1271579969244419,0.03548473113330348,1151.9101018093731
SLEEP_POD_SUEDE,SNACKPACK_STRAWBERRY,sleep_pods,snackpacks,True,1.9072756978029948,2,0.6374058783740546,0.6385056860025142,1.0017254431842786,0.035492392239736596,1152.985596600075
MICROCHIP_SQUARE,TRANSLATOR_ASTRO_BLACK,microchips,translators,True,-3.054485279287621,-3,0.5761684219379795,0.5763528509641941,1.0003200956859009,0.0355065762046323,1199.025041131825
GALAXY_SOUNDS_SOLAR_FLAMES,PANEL_2X4,galaxy_sounds,panels,True,-0.03278201717387717,-1,0.9989563560990835,1.677493863857183,1.6792463991197604,0.03580425149457049,1894.5143565745054
UV_VISOR_MAGENTA,SNACKPACK_CHOCOLATE,uv_visors,snackpacks,True,-1.5906259372637215,-2,0.8539245392279845,0.8643639924487336,1.0122252643426635,0.036576173214750436,1209.7768343095674
PEBBLES_XS,UV_VISOR_MAGENTA,pebbles,uv_visors,True,-1.9978503290572929,-2,0.533759666461116,0.5337604420099735,1.0000014529926224,0.036925767066985214,1156.0521704783062
GALAXY_SOUNDS_SOLAR_FLAMES,ROBOT_MOPPING,galaxy_sounds,robots,True,-0.21449262192479937,-1,0.9307935992555989,1.6304781385561424,1.7517075105158817,0.036978535210631845,1835.125959473397
PEBBLES_XL,TRANSLATOR_VOID_BLUE,pebbles,translators,True,2.482298611824667,2,0.5872999931656843,0.6079892295540631,1.0352277143353246,0.037009279154045435,1168.7926231928677
PEBBLES_XL,SNACKPACK_STRAWBERRY,pebbles,snackpacks,True,3.617850121660385,4,0.6721675052403616,0.6767019921592147,1.0067460668412282,0.037776472406499485,1090.6569085618794
GALAXY_SOUNDS_DARK_MATTER,TRANSLATOR_ECLIPSE_CHARCOAL,galaxy_sounds,translators,True,0.22692917410532945,1,0.9697650035119908,1.277344889239703,1.3171695045849416,0.03790188441504391,1195.4524979801029
PEBBLES_M,UV_VISOR_RED,pebbles,uv_visors,True,0.6984877359053893,1,0.8023655266325438,0.8427125456387472,1.0502850853719206,0.03905193841904583,1254.5295089508609
UV_VISOR_MAGENTA,SNACKPACK_STRAWBERRY,uv_visors,snackpacks,True,1.2839803903082116,1,0.6489314442492866,0.6703950250842944,1.0330752670797727,0.039216586045448774,1224.1272914187432
PANEL_1X4,SNACKPACK_CHOCOLATE,panels,snackpacks,True,2.7968644559532025,3,0.7395122286541258,0.7411265675293829,1.0021829779315417,0.039264965335599596,1127.7050024885052
PEBBLES_M,ROBOT_LAUNDRY,pebbles,robots,True,-0.7554235524003607,-1,0.7380877362335176,0.7697342362151982,1.0428763389880633,0.03933481570100347,1186.5156863852455
UV_VISOR_RED,OXYGEN_SHAKE_EVENING_BREATH,uv_visors,oxygen_shakes,True,0.3801228795331488,1,0.9659853572015962,1.054020632974002,1.0911352072949003,0.039405194283801036,1560.3404252695004
