a,b,group_a,group_b,corr,abs_corr,cross_group,label
OXYGEN_SHAKE_EVENING_BREATH,SNACKPACK_VANILLA,oxygen_shakes,snackpacks,0.0210037338576549,0.0210037338576549,True,spearman_ret
PANEL_1X2,SNACKPACK_PISTACHIO,panels,snackpacks,0.02062239321723394,0.02062239321723394,True,spearman_ret
UV_VISOR_MAGENTA,SNACKPACK_PISTACHIO,uv_visors,snackpacks,0.02059156626472086,0.02059156626472086,True,spearman_ret
UV_VISOR_MAGENTA,SNACKPACK_STRAWBERRY,uv_visors,snackpacks,0.020299047761798767,0.020299047761798767,True,spearman_ret
UV_VISOR_ORANGE,SNACKPACK_STRAWBERRY,uv_visors,snackpacks,0.020144466737015084,0.020144466737015084,True,spearman_ret
ROBOT_IRONING,TRANSLATOR_ECLIPSE_CHARCOAL,robots,translators,0.02012577234793315,0.02012577234793315,True,spearman_ret
GALAXY_SOUNDS_BLACK_HOLES,SNACKPACK_CHOCOLATE,galaxy_sounds,snackpacks,0.020092070981838593,0.020092070981838593,True,spearman_ret
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_CHOCOLATE,oxygen_shakes,snackpacks,0.02008788369372764,0.02008788369372764,True,spearman_ret
GALAXY_SOUNDS_PLANETARY_RINGS,SNACKPACK_STRAWBERRY,galaxy_sounds,snackpacks,0.019836552885990278,0.019836552885990278,True,spearman_ret
OXYGEN_SHAKE_CHOCOLATE,SNACKPACK_PISTACHIO,oxygen_shakes,snackpacks,0.019332083503298802,0.019332083503298802,True,spearman_ret
UV_VISOR_ORANGE,UV_VISOR_RED,uv_visors,uv_visors,0.019291455109077184,0.019291455109077184,False,spearman_ret
ROBOT_VACUUMING,ROBOT_IRONING,robots,robots,0.019215107810906403,0.019215107810906403,False,spearman_ret
PANEL_1X2,SNACKPACK_VANILLA,panels,snackpacks,0.01892096915400088,0.01892096915400088,True,spearman_ret
ROBOT_IRONING,OXYGEN_SHAKE_CHOCOLATE,robots,oxygen_shakes,0.01882043547195759,0.01882043547195759,True,spearman_ret
ROBOT_DISHES,UV_VISOR_RED,robots,uv_visors,0.018786496640152087,0.018786496640152087,True,spearman_ret
ROBOT_DISHES,SNACKPACK_PISTACHIO,robots,snackpacks,0.0187795534509001,0.0187795534509001,True,spearman_ret
GALAXY_SOUNDS_DARK_MATTER,SNACKPACK_CHOCOLATE,galaxy_sounds,snackpacks,0.018705980045599955,0.018705980045599955,True,spearman_ret
GALAXY_SOUNDS_SOLAR_WINDS,UV_VISOR_YELLOW,galaxy_sounds,uv_visors,0.01832124283899635,0.01832124283899635,True,spearman_ret
TRANSLATOR_GRAPHITE_MIST,SNACKPACK_CHOCOLATE,translators,snackpacks,0.018312383490956936,0.018312383490956936,True,spearman_ret
SLEEP_POD_POLYESTER,OXYGEN_SHAKE_GARLIC,sleep_pods,oxygen_shakes,0.018282956305761842,0.018282956305761842,True,spearman_ret
GALAXY_SOUNDS_SOLAR_WINDS,TRANSLATOR_GRAPHITE_MIST,galaxy_sounds,translators,0.018118225486289937,0.018118225486289937,True,spearman_ret
ROBOT_IRONING,SNACKPACK_RASPBERRY,robots,snackpacks,0.017945993809934474,0.017945993809934474,True,spearman_ret
ROBOT_DISHES,SNACKPACK_VANILLA,robots,snackpacks,0.01784512987290224,0.01784512987290224,True,spearman_ret
ROBOT_IRONING,SNACKPACK_STRAWBERRY,robots,snackpacks,0.017772058944935932,0.017772058944935932,True,spearman_ret
ROBOT_IRONING,SNACKPACK_VANILLA,robots,snackpacks,0.017737187442386573,0.017737187442386573,True,spearman_ret
PANEL_4X4,SNACKPACK_VANILLA,panels,snackpacks,0.017537876411500654,0.017537876411500654,True,spearman_ret
UV_VISOR_RED,SNACKPACK_CHOCOLATE,uv_visors,snackpacks,0.017494841838890274,0.017494841838890274,True,spearman_ret
SLEEP_POD_SUEDE,SNACKPACK_RASPBERRY,sleep_pods,snackpacks,0.01739861613491314,0.01739861613491314,True,spearman_ret
GALAXY_SOUNDS_SOLAR_FLAMES,PANEL_2X4,galaxy_sounds,panels,0.017376710465249467,0.017376710465249467,True,spearman_ret
OXYGEN_SHAKE_EVENING_BREATH,SNACKPACK_PISTACHIO,oxygen_shakes,snackpacks,0.01736482830343819,0.01736482830343819,True,spearman_ret
GALAXY_SOUNDS_SOLAR_WINDS,PEBBLES_S,galaxy_sounds,pebbles,-0.017358621139523946,0.017358621139523946,True,spearman_ret
TRANSLATOR_ASTRO_BLACK,SNACKPACK_VANILLA,translators,snackpacks,0.017268723722841096,0.017268723722841096,True,spearman_ret
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_EVENING_BREATH,oxygen_shakes,oxygen_shakes,0.01725170054485181,0.01725170054485181,False,spearman_ret
TRANSLATOR_VOID_BLUE,SNACKPACK_VANILLA,translators,snackpacks,0.017123512500203848,0.017123512500203848,True,spearman_ret
TRANSLATOR_SPACE_GRAY,SNACKPACK_VANILLA,translators,snackpacks,0.01709799480410406,0.01709799480410406,True,spearman_ret
PEBBLES_XS,TRANSLATOR_VOID_BLUE,pebbles,translators,-0.01693187136589287,0.01693187136589287,True,spearman_ret
UV_VISOR_AMBER,PANEL_1X4,uv_visors,panels,0.016847446584634298,0.016847446584634298,True,spearman_ret
SLEEP_POD_NYLON,OXYGEN_SHAKE_MINT,sleep_pods,oxygen_shakes,0.01672962288263386,0.01672962288263386,True,spearman_ret
TRANSLATOR_GRAPHITE_MIST,OXYGEN_SHAKE_EVENING_BREATH,translators,oxygen_shakes,0.016619377960370572,0.016619377960370572,True,spearman_ret
TRANSLATOR_ECLIPSE_CHARCOAL,SNACKPACK_STRAWBERRY,translators,snackpacks,0.016581277206630152,0.016581277206630152,True,spearman_ret
UV_VISOR_YELLOW,SNACKPACK_CHOCOLATE,uv_visors,snackpacks,0.0165443338882815,0.0165443338882815,True,spearman_ret
UV_VISOR_YELLOW,TRANSLATOR_ASTRO_BLACK,uv_visors,translators,0.016160259972021567,0.016160259972021567,True,spearman_ret
OXYGEN_SHAKE_MINT,SNACKPACK_RASPBERRY,oxygen_shakes,snackpacks,0.0161105265186808,0.0161105265186808,True,spearman_ret
TRANSLATOR_VOID_BLUE,SNACKPACK_PISTACHIO,translators,snackpacks,0.016020670771412792,0.016020670771412792,True,spearman_ret
GALAXY_SOUNDS_BLACK_HOLES,MICROCHIP_SQUARE,galaxy_sounds,microchips,0.015995623183495858,0.015995623183495858,True,spearman_ret
OXYGEN_SHAKE_GARLIC,SNACKPACK_RASPBERRY,oxygen_shakes,snackpacks,0.015941857942041872,0.015941857942041872,True,spearman_ret
PANEL_1X2,SNACKPACK_STRAWBERRY,panels,snackpacks,0.01590887289546665,0.01590887289546665,True,spearman_ret
SLEEP_POD_SUEDE,UV_VISOR_AMBER,sleep_pods,uv_visors,0.01577003850522859,0.01577003850522859,True,spearman_ret
SLEEP_POD_POLYESTER,UV_VISOR_MAGENTA,sleep_pods,uv_visors,0.015730047124744448,0.015730047124744448,True,spearman_ret
SLEEP_POD_POLYESTER,UV_VISOR_RED,sleep_pods,uv_visors,0.01572751541448653,0.01572751541448653,True,spearman_ret
PEBBLES_XS,SNACKPACK_VANILLA,pebbles,snackpacks,-0.01565354740126706,0.01565354740126706,True,spearman_ret
UV_VISOR_MAGENTA,OXYGEN_SHAKE_EVENING_BREATH,uv_visors,oxygen_shakes,0.015650834066835418,0.015650834066835418,True,spearman_ret
PANEL_1X4,SNACKPACK_CHOCOLATE,panels,snackpacks,0.015512799627595568,0.015512799627595568,True,spearman_ret
UV_VISOR_YELLOW,SNACKPACK_PISTACHIO,uv_visors,snackpacks,0.015440804299730772,0.015440804299730772,True,spearman_ret
ROBOT_IRONING,OXYGEN_SHAKE_EVENING_BREATH,robots,oxygen_shakes,0.015370210896943013,0.015370210896943013,True,spearman_ret
MICROCHIP_RECTANGLE,ROBOT_DISHES,microchips,robots,-0.015323812123973933,0.015323812123973933,True,spearman_ret
GALAXY_SOUNDS_DARK_MATTER,PANEL_2X4,galaxy_sounds,panels,0.015291687884772854,0.015291687884772854,True,spearman_ret
PEBBLES_XS,SNACKPACK_CHOCOLATE,pebbles,snackpacks,0.015286547886658956,0.015286547886658956,True,spearman_ret
GALAXY_SOUNDS_SOLAR_WINDS,OXYGEN_SHAKE_MORNING_BREATH,galaxy_sounds,oxygen_shakes,0.015283558508140544,0.015283558508140544,True,spearman_ret
UV_VISOR_YELLOW,PANEL_2X4,uv_visors,panels,0.015257623141627602,0.015257623141627602,True,spearman_ret
OXYGEN_SHAKE_MINT,SNACKPACK_PISTACHIO,oxygen_shakes,snackpacks,0.015252867776764847,0.015252867776764847,True,spearman_ret
GALAXY_SOUNDS_SOLAR_WINDS,SNACKPACK_CHOCOLATE,galaxy_sounds,snackpacks,0.015183923309504745,0.015183923309504745,True,spearman_ret
OXYGEN_SHAKE_GARLIC,SNACKPACK_CHOCOLATE,oxygen_shakes,snackpacks,0.01516349710290851,0.01516349710290851,True,spearman_ret
UV_VISOR_MAGENTA,SNACKPACK_VANILLA,uv_visors,snackpacks,0.015149365967657875,0.015149365967657875,True,spearman_ret
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_CHOCOLATE,oxygen_shakes,oxygen_shakes,0.015050938375624405,0.015050938375624405,False,spearman_ret
SLEEP_POD_NYLON,SNACKPACK_CHOCOLATE,sleep_pods,snackpacks,0.014858093960019168,0.014858093960019168,True,spearman_ret
SLEEP_POD_COTTON,PANEL_1X2,sleep_pods,panels,0.014812382800813892,0.014812382800813892,True,spearman_ret
OXYGEN_SHAKE_CHOCOLATE,SNACKPACK_CHOCOLATE,oxygen_shakes,snackpacks,0.014809964739182549,0.014809964739182549,True,spearman_ret
ROBOT_LAUNDRY,PANEL_1X2,robots,panels,0.014760637964248582,0.014760637964248582,True,spearman_ret
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_VOID_BLUE,translators,translators,0.01474231364800954,0.01474231364800954,False,spearman_ret
OXYGEN_SHAKE_CHOCOLATE,SNACKPACK_VANILLA,oxygen_shakes,snackpacks,0.014730389521319718,0.014730389521319718,True,spearman_ret
PEBBLES_XS,PEBBLES_M,pebbles,pebbles,0.01472552260744538,0.01472552260744538,False,spearman_ret
SNACKPACK_CHOCOLATE,SNACKPACK_STRAWBERRY,snackpacks,snackpacks,0.014683477997227435,0.014683477997227435,False,spearman_ret
SLEEP_POD_COTTON,SNACKPACK_CHOCOLATE,sleep_pods,snackpacks,0.014670333768150514,0.014670333768150514,True,spearman_ret
UV_VISOR_AMBER,SNACKPACK_CHOCOLATE,uv_visors,snackpacks,0.014643412501613957,0.014643412501613957,True,spearman_ret
PANEL_2X4,SNACKPACK_PISTACHIO,panels,snackpacks,0.014598075836235094,0.014598075836235094,True,spearman_ret
GALAXY_SOUNDS_DARK_MATTER,UV_VISOR_RED,galaxy_sounds,uv_visors,0.014582330723386154,0.014582330723386154,True,spearman_ret
UV_VISOR_YELLOW,OXYGEN_SHAKE_EVENING_BREATH,uv_visors,oxygen_shakes,0.014476070780677622,0.014476070780677622,True,spearman_ret
GALAXY_SOUNDS_BLACK_HOLES,OXYGEN_SHAKE_GARLIC,galaxy_sounds,oxygen_shakes,0.014428663514922965,0.014428663514922965,True,spearman_ret
OXYGEN_SHAKE_EVENING_BREATH,SNACKPACK_STRAWBERRY,oxygen_shakes,snackpacks,0.014382460452928998,0.014382460452928998,True,spearman_ret
UV_VISOR_ORANGE,SNACKPACK_VANILLA,uv_visors,snackpacks,0.014307912515645177,0.014307912515645177,True,spearman_ret
PEBBLES_XS,ROBOT_LAUNDRY,pebbles,robots,-0.014295811274316901,0.014295811274316901,True,spearman_ret
MICROCHIP_CIRCLE,MICROCHIP_OVAL,microchips,microchips,0.014270111728769541,0.014270111728769541,False,spearman_ret
GALAXY_SOUNDS_PLANETARY_RINGS,PEBBLES_XS,galaxy_sounds,pebbles,0.014129786698390413,0.014129786698390413,True,spearman_ret
GALAXY_SOUNDS_BLACK_HOLES,SNACKPACK_PISTACHIO,galaxy_sounds,snackpacks,0.014045767598826638,0.014045767598826638,True,spearman_ret
GALAXY_SOUNDS_SOLAR_FLAMES,OXYGEN_SHAKE_EVENING_BREATH,galaxy_sounds,oxygen_shakes,0.014041755294891992,0.014041755294891992,True,spearman_ret
GALAXY_SOUNDS_PLANETARY_RINGS,OXYGEN_SHAKE_CHOCOLATE,galaxy_sounds,oxygen_shakes,0.013923708541541388,0.013923708541541388,True,spearman_ret
GALAXY_SOUNDS_SOLAR_WINDS,SNACKPACK_PISTACHIO,galaxy_sounds,snackpacks,0.013804044612475804,0.013804044612475804,True,spearman_ret
UV_VISOR_AMBER,SNACKPACK_PISTACHIO,uv_visors,snackpacks,0.013696402307482978,0.013696402307482978,True,spearman_ret
SLEEP_POD_COTTON,SNACKPACK_PISTACHIO,sleep_pods,snackpacks,0.01367870736364306,0.01367870736364306,True,spearman_ret
PANEL_1X2,OXYGEN_SHAKE_GARLIC,panels,oxygen_shakes,0.01362480954011179,0.01362480954011179,True,spearman_ret
MICROCHIP_OVAL,ROBOT_IRONING,microchips,robots,0.013618252385980313,0.013618252385980313,True,spearman_ret
OXYGEN_SHAKE_CHOCOLATE,SNACKPACK_RASPBERRY,oxygen_shakes,snackpacks,0.013570232232200406,0.013570232232200406,True,spearman_ret
PEBBLES_XS,PANEL_2X2,pebbles,panels,0.013471733588555516,0.013471733588555516,True,spearman_ret
MICROCHIP_RECTANGLE,OXYGEN_SHAKE_MINT,microchips,oxygen_shakes,-0.013413535126309349,0.013413535126309349,True,spearman_ret
UV_VISOR_MAGENTA,TRANSLATOR_ASTRO_BLACK,uv_visors,translators,0.01337977165436755,0.01337977165436755,True,spearman_ret
GALAXY_SOUNDS_SOLAR_WINDS,ROBOT_LAUNDRY,galaxy_sounds,robots,0.013329311386017449,0.013329311386017449,True,spearman_ret
SLEEP_POD_POLYESTER,TRANSLATOR_SPACE_GRAY,sleep_pods,translators,0.013320634765938047,0.013320634765938047,True,spearman_ret
ROBOT_LAUNDRY,OXYGEN_SHAKE_CHOCOLATE,robots,oxygen_shakes,0.013291743009038319,0.013291743009038319,True,spearman_ret
PANEL_1X2,PANEL_2X2,panels,panels,0.013256765729299947,0.013256765729299947,False,spearman_ret
SNACKPACK_VANILLA,SNACKPACK_RASPBERRY,snackpacks,snackpacks,0.013194354336045344,0.013194354336045344,False,spearman_ret
GALAXY_SOUNDS_DARK_MATTER,SNACKPACK_PISTACHIO,galaxy_sounds,snackpacks,0.013140687455705333,0.013140687455705333,True,spearman_ret
SLEEP_POD_COTTON,SNACKPACK_RASPBERRY,sleep_pods,snackpacks,0.013128699848220378,0.013128699848220378,True,spearman_ret
TRANSLATOR_ASTRO_BLACK,PANEL_2X4,translators,panels,0.013043571150788361,0.013043571150788361,True,spearman_ret
GALAXY_SOUNDS_BLACK_HOLES,SNACKPACK_RASPBERRY,galaxy_sounds,snackpacks,0.013035152968578396,0.013035152968578396,True,spearman_ret
ROBOT_VACUUMING,UV_VISOR_RED,robots,uv_visors,0.012989253984794714,0.012989253984794714,True,spearman_ret
GALAXY_SOUNDS_BLACK_HOLES,ROBOT_DISHES,galaxy_sounds,robots,0.012976612738156437,0.012976612738156437,True,spearman_ret
PEBBLES_S,PEBBLES_M,pebbles,pebbles,0.01279803079660928,0.01279803079660928,False,spearman_ret
GALAXY_SOUNDS_SOLAR_WINDS,SNACKPACK_VANILLA,galaxy_sounds,snackpacks,0.012796811649138035,0.012796811649138035,True,spearman_ret
UV_VISOR_RED,PANEL_1X2,uv_visors,panels,0.012788240955945928,0.012788240955945928,True,spearman_ret
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_RASPBERRY,oxygen_shakes,snackpacks,0.012755129097030835,0.012755129097030835,True,spearman_ret
GALAXY_SOUNDS_DARK_MATTER,UV_VISOR_YELLOW,galaxy_sounds,uv_visors,0.012750048249310307,0.012750048249310307,True,spearman_ret
UV_VISOR_AMBER,SNACKPACK_RASPBERRY,uv_visors,snackpacks,0.012705328460865806,0.012705328460865806,True,spearman_ret
SLEEP_POD_LAMB_WOOL,SNACKPACK_PISTACHIO,sleep_pods,snackpacks,0.012668994788872607,0.012668994788872607,True,spearman_ret
GALAXY_SOUNDS_SOLAR_FLAMES,SNACKPACK_PISTACHIO,galaxy_sounds,snackpacks,0.012553891396291659,0.012553891396291659,True,spearman_ret
UV_VISOR_YELLOW,SNACKPACK_RASPBERRY,uv_visors,snackpacks,0.012549235125576305,0.012549235125576305,True,spearman_ret
SLEEP_POD_LAMB_WOOL,PANEL_2X4,sleep_pods,panels,0.012542427346414777,0.012542427346414777,True,spearman_ret
PANEL_2X2,OXYGEN_SHAKE_EVENING_BREATH,panels,oxygen_shakes,0.012517469958307808,0.012517469958307808,True,spearman_ret
SLEEP_POD_COTTON,UV_VISOR_MAGENTA,sleep_pods,uv_visors,0.012403274992258366,0.012403274992258366,True,spearman_ret
GALAXY_SOUNDS_PLANETARY_RINGS,SLEEP_POD_POLYESTER,galaxy_sounds,sleep_pods,0.012398803738375107,0.012398803738375107,True,spearman_ret
UV_VISOR_AMBER,SNACKPACK_VANILLA,uv_visors,snackpacks,0.012346820713563899,0.012346820713563899,True,spearman_ret
PEBBLES_M,PEBBLES_L,pebbles,pebbles,0.012324744177741844,0.012324744177741844,False,spearman_ret
UV_VISOR_YELLOW,OXYGEN_SHAKE_MINT,uv_visors,oxygen_shakes,0.012302859140423577,0.012302859140423577,True,spearman_ret
OXYGEN_SHAKE_GARLIC,SNACKPACK_VANILLA,oxygen_shakes,snackpacks,0.01229257277730775,0.01229257277730775,True,spearman_ret
SLEEP_POD_COTTON,OXYGEN_SHAKE_EVENING_BREATH,sleep_pods,oxygen_shakes,0.012262584528490458,0.012262584528490458,True,spearman_ret
SLEEP_POD_SUEDE,ROBOT_IRONING,sleep_pods,robots,0.012204986644306392,0.012204986644306392,True,spearman_ret
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_GARLIC,oxygen_shakes,oxygen_shakes,0.012161796126535738,0.012161796126535738,False,spearman_ret
GALAXY_SOUNDS_PLANETARY_RINGS,SNACKPACK_CHOCOLATE,galaxy_sounds,snackpacks,0.012160148374230056,0.012160148374230056,True,spearman_ret
GALAXY_SOUNDS_SOLAR_FLAMES,SNACKPACK_CHOCOLATE,galaxy_sounds,snackpacks,0.012131335724781303,0.012131335724781303,True,spearman_ret
PANEL_1X2,OXYGEN_SHAKE_EVENING_BREATH,panels,oxygen_shakes,0.01212933224840921,0.01212933224840921,True,spearman_ret
GALAXY_SOUNDS_BLACK_HOLES,TRANSLATOR_GRAPHITE_MIST,galaxy_sounds,translators,0.012128267117106397,0.012128267117106397,True,spearman_ret
MICROCHIP_OVAL,ROBOT_DISHES,microchips,robots,-0.012126659577146873,0.012126659577146873,True,spearman_ret
MICROCHIP_OVAL,ROBOT_LAUNDRY,microchips,robots,0.012084397449011495,0.012084397449011495,True,spearman_ret
GALAXY_SOUNDS_DARK_MATTER,OXYGEN_SHAKE_GARLIC,galaxy_sounds,oxygen_shakes,0.012061335611847364,0.012061335611847364,True,spearman_ret
MICROCHIP_SQUARE,OXYGEN_SHAKE_GARLIC,microchips,oxygen_shakes,0.012014346996286332,0.012014346996286332,True,spearman_ret
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES,galaxy_sounds,galaxy_sounds,0.011998032231761277,0.011998032231761277,False,spearman_ret
SLEEP_POD_NYLON,OXYGEN_SHAKE_CHOCOLATE,sleep_pods,oxygen_shakes,0.011966723612222395,0.011966723612222395,True,spearman_ret
GALAXY_SOUNDS_BLACK_HOLES,UV_VISOR_MAGENTA,galaxy_sounds,uv_visors,0.01194077894979593,0.01194077894979593,True,spearman_ret
SLEEP_POD_POLYESTER,SNACKPACK_CHOCOLATE,sleep_pods,snackpacks,0.011939480556867025,0.011939480556867025,True,spearman_ret
UV_VISOR_MAGENTA,TRANSLATOR_ECLIPSE_CHARCOAL,uv_visors,translators,0.011901361463259087,0.011901361463259087,True,spearman_ret
GALAXY_SOUNDS_SOLAR_FLAMES,SNACKPACK_STRAWBERRY,galaxy_sounds,snackpacks,0.011896916229761636,0.011896916229761636,True,spearman_ret
GALAXY_SOUNDS_BLACK_HOLES,TRANSLATOR_VOID_BLUE,galaxy_sounds,translators,0.011877653554262702,0.011877653554262702,True,spearman_ret
GALAXY_SOUNDS_SOLAR_WINDS,SLEEP_POD_POLYESTER,galaxy_sounds,sleep_pods,0.011870681577826279,0.011870681577826279,True,spearman_ret
GALAXY_SOUNDS_SOLAR_FLAMES,TRANSLATOR_VOID_BLUE,galaxy_sounds,translators,0.011866304766593247,0.011866304766593247,True,spearman_ret
ROBOT_VACUUMING,PANEL_1X4,robots,panels,0.011849382936827352,0.011849382936827352,True,spearman_ret
ROBOT_IRONING,UV_VISOR_YELLOW,robots,uv_visors,0.011798647433046434,0.011798647433046434,True,spearman_ret
ROBOT_DISHES,OXYGEN_SHAKE_EVENING_BREATH,robots,oxygen_shakes,0.011776463677495297,0.011776463677495297,True,spearman_ret
GALAXY_SOUNDS_BLACK_HOLES,OXYGEN_SHAKE_CHOCOLATE,galaxy_sounds,oxygen_shakes,0.011725690768684955,0.011725690768684955,True,spearman_ret
SLEEP_POD_NYLON,PANEL_4X4,sleep_pods,panels,0.011724096501533818,0.011724096501533818,True,spearman_ret
TRANSLATOR_SPACE_GRAY,SNACKPACK_PISTACHIO,translators,snackpacks,0.011722530736335494,0.011722530736335494,True,spearman_ret
TRANSLATOR_VOID_BLUE,SNACKPACK_STRAWBERRY,translators,snackpacks,0.011692517347664523,0.011692517347664523,True,spearman_ret
ROBOT_MOPPING,SNACKPACK_PISTACHIO,robots,snackpacks,-0.011616262075448745,0.011616262075448745,True,spearman_ret
GALAXY_SOUNDS_DARK_MATTER,OXYGEN_SHAKE_EVENING_BREATH,galaxy_sounds,oxygen_shakes,0.011610338305123993,0.011610338305123993,True,spearman_ret
GALAXY_SOUNDS_DARK_MATTER,SNACKPACK_RASPBERRY,galaxy_sounds,snackpacks,0.011604876452418322,0.011604876452418322,True,spearman_ret
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_PISTACHIO,oxygen_shakes,snackpacks,0.01155691884254975,0.01155691884254975,True,spearman_ret
GALAXY_SOUNDS_SOLAR_WINDS,SNACKPACK_STRAWBERRY,galaxy_sounds,snackpacks,0.011523294966193257,0.011523294966193257,True,spearman_ret
TRANSLATOR_SPACE_GRAY,PANEL_4X4,translators,panels,0.011507382195484563,0.011507382195484563,True,spearman_ret
PANEL_1X4,PANEL_2X4,panels,panels,0.011479531128436435,0.011479531128436435,False,spearman_ret
GALAXY_SOUNDS_PLANETARY_RINGS,PEBBLES_S,galaxy_sounds,pebbles,-0.011472983143667218,0.011472983143667218,True,spearman_ret
GALAXY_SOUNDS_DARK_MATTER,SNACKPACK_STRAWBERRY,galaxy_sounds,snackpacks,0.011434457245694026,0.011434457245694026,True,spearman_ret
ROBOT_DISHES,SNACKPACK_STRAWBERRY,robots,snackpacks,0.011420457667762056,0.011420457667762056,True,spearman_ret
ROBOT_DISHES,OXYGEN_SHAKE_MINT,robots,oxygen_shakes,0.011407464829320282,0.011407464829320282,True,spearman_ret
PANEL_2X4,SNACKPACK_VANILLA,panels,snackpacks,0.011406418454585593,0.011406418454585593,True,spearman_ret
SLEEP_POD_SUEDE,SNACKPACK_VANILLA,sleep_pods,snackpacks,0.011377443907513279,0.011377443907513279,True,spearman_ret
