target,target_group,k,basket,basket_groups,n_groups,cross_group,ols_beta,resid_var,r_squared,S_idx,target_idx,adf_p,half_life,basket_str
SNACKPACK_PISTACHIO,snackpacks,4,"['GALAXY_SOUNDS_PLANETARY_RINGS', 'MICROCHIP_RECTANGLE', 'OXYGEN_SHAKE_GARLIC', 'SNACKPACK_RASPBERRY']","['galaxy_sounds', 'microchips', 'oxygen_shakes', 'snackpacks']",4,False,"[0.04853857983066469, 0.12140640147399454, -0.10008844554697006, -0.507560229843079]",2986.7656586131925,0.9150357787836129,"[2, 13, 44, 49]",47,1.2445146169905957e-06,300.16342779354767,SNACKPACK_PISTACHIO − 0.049*GALAXY_SOUNDS_PLANETARY_RINGS − 0.121*MICROCHIP_RECTANGLE + 0.100*OXYGEN_SHAKE_GARLIC + 0.508*SNACKPACK_RASPBERRY
SNACKPACK_RASPBERRY,snackpacks,4,"['GALAXY_SOUNDS_PLANETARY_RINGS', 'MICROCHIP_CIRCLE', 'SNACKPACK_PISTACHIO', 'SNACKPACK_STRAWBERRY']","['galaxy_sounds', 'microchips', 'snackpacks']",3,False,"[0.11325563891129224, 0.09368738707127265, -0.6846124488482718, -0.47226224697434843]",2285.2265940022116,0.9207503156807489,"[2, 10, 47, 48]",49,2.124657515876528e-06,221.19384439766336,SNACKPACK_RASPBERRY − 0.113*GALAXY_SOUNDS_PLANETARY_RINGS − 0.094*MICROCHIP_CIRCLE + 0.685*SNACKPACK_PISTACHIO + 0.472*SNACKPACK_STRAWBERRY
SNACKPACK_STRAWBERRY,snackpacks,4,"['SLEEP_POD_POLYESTER', 'UV_VISOR_AMBER', 'TRANSLATOR_GRAPHITE_MIST', 'SNACKPACK_RASPBERRY']","['sleep_pods', 'snackpacks', 'translators', 'uv_visors']",4,False,"[0.08094642433892481, -0.28526123955930627, -0.15769256125447265, -0.8218499933447863]",3712.486106736731,0.9719136177556076,"[7, 26, 33, 49]",48,3.2406842071256787e-06,258.3102889374982,SNACKPACK_STRAWBERRY − 0.081*SLEEP_POD_POLYESTER + 0.285*UV_VISOR_AMBER + 0.158*TRANSLATOR_GRAPHITE_MIST + 0.822*SNACKPACK_RASPBERRY
SNACKPACK_PISTACHIO,snackpacks,4,"['MICROCHIP_RECTANGLE', 'PEBBLES_XL', 'OXYGEN_SHAKE_GARLIC', 'SNACKPACK_RASPBERRY']","['microchips', 'oxygen_shakes', 'pebbles', 'snackpacks']",4,False,"[0.09480870885651091, 0.02471250711933108, -0.14488726876628266, -0.506671537283403]",3347.998154798246,0.9047598344262423,"[13, 19, 44, 49]",47,3.2888534587137937e-06,314.06399104106424,SNACKPACK_PISTACHIO − 0.095*MICROCHIP_RECTANGLE − 0.025*PEBBLES_XL + 0.145*OXYGEN_SHAKE_GARLIC + 0.507*SNACKPACK_RASPBERRY
SNACKPACK_CHOCOLATE,snackpacks,4,"['TRANSLATOR_VOID_BLUE', 'PANEL_1X4', 'OXYGEN_SHAKE_MINT', 'SNACKPACK_VANILLA']","['oxygen_shakes', 'panels', 'snackpacks', 'translators']",4,False,"[-0.08330301547972528, 0.03951084715187813, 0.04650942269898126, -0.8193530380382464]",1085.3625632147669,0.9730629299796695,"[34, 37, 42, 46]",45,3.3335953577569024e-06,176.6449345227,SNACKPACK_CHOCOLATE + 0.083*TRANSLATOR_VOID_BLUE − 0.040*PANEL_1X4 − 0.047*OXYGEN_SHAKE_MINT + 0.819*SNACKPACK_VANILLA
SNACKPACK_CHOCOLATE,snackpacks,4,"['MICROCHIP_SQUARE', 'PEBBLES_L', 'TRANSLATOR_SPACE_GRAY', 'SNACKPACK_VANILLA']","['microchips', 'pebbles', 'snackpacks', 'translators']",4,False,"[-0.021994462846746547, -0.05720106619327828, 0.055213151900577434, -0.956799481307105]",955.8307746575592,0.9762777145838937,"[12, 18, 30, 46]",45,3.3810533428615173e-06,161.89238932243708,SNACKPACK_CHOCOLATE + 0.022*MICROCHIP_SQUARE + 0.057*PEBBLES_L − 0.055*TRANSLATOR_SPACE_GRAY + 0.957*SNACKPACK_VANILLA
SNACKPACK_PISTACHIO,snackpacks,4,"['MICROCHIP_RECTANGLE', 'OXYGEN_SHAKE_GARLIC', 'SNACKPACK_STRAWBERRY', 'SNACKPACK_RASPBERRY']","['microchips', 'oxygen_shakes', 'snackpacks']",3,False,"[0.12128061087425424, -0.14339305148718268, 0.16748530855545493, -0.32150571207217105]",3445.760338764954,0.9019788034467306,"[13, 44, 48, 49]",47,3.497671487297318e-06,351.84041915684105,SNACKPACK_PISTACHIO − 0.121*MICROCHIP_RECTANGLE + 0.143*OXYGEN_SHAKE_GARLIC − 0.167*SNACKPACK_STRAWBERRY + 0.322*SNACKPACK_RASPBERRY
SNACKPACK_PISTACHIO,snackpacks,4,"['PEBBLES_M', 'OXYGEN_SHAKE_CHOCOLATE', 'OXYGEN_SHAKE_GARLIC', 'SNACKPACK_RASPBERRY']","['oxygen_shakes', 'pebbles', 'snackpacks']",3,False,"[-0.0809378165297726, 0.0840588491504701, -0.1472621965172115, -0.5154673709414617]",3183.753694657913,0.9094320800055653,"[17, 43, 44, 49]",47,3.6240398296074708e-06,302.51049698045784,SNACKPACK_PISTACHIO + 0.081*PEBBLES_M − 0.084*OXYGEN_SHAKE_CHOCOLATE + 0.147*OXYGEN_SHAKE_GARLIC + 0.515*SNACKPACK_RASPBERRY
SNACKPACK_PISTACHIO,snackpacks,4,"['MICROCHIP_CIRCLE', 'PEBBLES_M', 'OXYGEN_SHAKE_GARLIC', 'SNACKPACK_RASPBERRY']","['microchips', 'oxygen_shakes', 'pebbles', 'snackpacks']",4,False,"[0.08932306516073472, -0.06434817743888614, -0.1466870353279379, -0.5410797775878529]",2915.3946629724087,0.9170660622926555,"[10, 17, 44, 49]",47,3.898715856566878e-06,291.44559995008336,SNACKPACK_PISTACHIO − 0.089*MICROCHIP_CIRCLE + 0.064*PEBBLES_M + 0.147*OXYGEN_SHAKE_GARLIC + 0.541*SNACKPACK_RASPBERRY
SNACKPACK_PISTACHIO,snackpacks,4,"['PEBBLES_M', 'UV_VISOR_YELLOW', 'OXYGEN_SHAKE_GARLIC', 'SNACKPACK_RASPBERRY']","['oxygen_shakes', 'pebbles', 'snackpacks', 'uv_visors']",4,False,"[-0.08639223022658504, -0.05607302836200286, -0.11825688025771741, -0.529019333340355]",3075.4895552545204,0.9125118590513518,"[17, 25, 44, 49]",47,3.967264316312982e-06,306.18621740697205,SNACKPACK_PISTACHIO + 0.086*PEBBLES_M + 0.056*UV_VISOR_YELLOW + 0.118*OXYGEN_SHAKE_GARLIC + 0.529*SNACKPACK_RASPBERRY
SNACKPACK_PISTACHIO,snackpacks,4,"['MICROCHIP_RECTANGLE', 'PANEL_4X4', 'OXYGEN_SHAKE_GARLIC', 'SNACKPACK_RASPBERRY']","['microchips', 'oxygen_shakes', 'panels', 'snackpacks']",4,False,"[0.08500042285819938, -0.0734882687903153, -0.11756369743173194, -0.5331399163433388]",2807.992142604933,0.9201213309486963,"[13, 39, 44, 49]",47,4.473660501641817e-06,296.00580214976577,SNACKPACK_PISTACHIO − 0.085*MICROCHIP_RECTANGLE + 0.073*PANEL_4X4 + 0.118*OXYGEN_SHAKE_GARLIC + 0.533*SNACKPACK_RASPBERRY
SNACKPACK_PISTACHIO,snackpacks,4,"['MICROCHIP_RECTANGLE', 'TRANSLATOR_VOID_BLUE', 'OXYGEN_SHAKE_GARLIC', 'SNACKPACK_RASPBERRY']","['microchips', 'oxygen_shakes', 'snackpacks', 'translators']",4,False,"[0.10251125165113255, 0.05837906521621306, -0.12724686839873592, -0.4785233698258974]",3358.847090727868,0.9044512158409078,"[13, 34, 44, 49]",47,5.459515739174413e-06,331.1453880746472,SNACKPACK_PISTACHIO − 0.103*MICROCHIP_RECTANGLE − 0.058*TRANSLATOR_VOID_BLUE + 0.127*OXYGEN_SHAKE_GARLIC + 0.479*SNACKPACK_RASPBERRY
SNACKPACK_PISTACHIO,snackpacks,4,"['OXYGEN_SHAKE_MORNING_BREATH', 'OXYGEN_SHAKE_CHOCOLATE', 'OXYGEN_SHAKE_GARLIC', 'SNACKPACK_RASPBERRY']","['oxygen_shakes', 'snackpacks']",2,False,"[0.08457980787411257, 0.0843775922723298, -0.14734836354049075, -0.5388628193435625]",3181.9322802548413,0.909483893597242,"[40, 43, 44, 49]",47,6.11139302698088e-06,321.1584886571782,SNACKPACK_PISTACHIO − 0.085*OXYGEN_SHAKE_MORNING_BREATH − 0.084*OXYGEN_SHAKE_CHOCOLATE + 0.147*OXYGEN_SHAKE_GARLIC + 0.539*SNACKPACK_RASPBERRY
SNACKPACK_VANILLA,snackpacks,4,"['MICROCHIP_SQUARE', 'PEBBLES_L', 'TRANSLATOR_SPACE_GRAY', 'SNACKPACK_CHOCOLATE']","['microchips', 'pebbles', 'snackpacks', 'translators']",4,False,"[-0.021389638893800578, -0.058861741760981065, 0.05263358067431389, -1.007209221342441]",1006.1894776142508,0.9684247617074309,"[12, 18, 30, 45]",46,6.216535681662399e-06,165.2942121225247,SNACKPACK_VANILLA + 0.021*MICROCHIP_SQUARE + 0.059*PEBBLES_L − 0.053*TRANSLATOR_SPACE_GRAY + 1.007*SNACKPACK_CHOCOLATE
SNACKPACK_PISTACHIO,snackpacks,4,"['ROBOT_MOPPING', 'OXYGEN_SHAKE_CHOCOLATE', 'OXYGEN_SHAKE_GARLIC', 'SNACKPACK_RASPBERRY']","['oxygen_shakes', 'robots', 'snackpacks']",3,False,"[-0.07479999616067563, 0.08323596788777306, -0.14773939260506977, -0.550326736857187]",2876.2163413624585,0.9181805640529644,"[21, 43, 44, 49]",47,6.598487072656057e-06,294.36499780921446,SNACKPACK_PISTACHIO + 0.075*ROBOT_MOPPING − 0.083*OXYGEN_SHAKE_CHOCOLATE + 0.148*OXYGEN_SHAKE_GARLIC + 0.550*SNACKPACK_RASPBERRY
SNACKPACK_STRAWBERRY,snackpacks,4,"['UV_VISOR_AMBER', 'TRANSLATOR_ASTRO_BLACK', 'TRANSLATOR_GRAPHITE_MIST', 'SNACKPACK_RASPBERRY']","['snackpacks', 'translators', 'uv_visors']",3,False,"[-0.3228817159630551, -0.07532474155636065, -0.11889986873570142, -0.912990007640078]",3744.2747856418137,0.9716731241992406,"[26, 31, 33, 49]",48,6.812974272392047e-06,260.7095069708134,SNACKPACK_STRAWBERRY + 0.323*UV_VISOR_AMBER + 0.075*TRANSLATOR_ASTRO_BLACK + 0.119*TRANSLATOR_GRAPHITE_MIST + 0.913*SNACKPACK_RASPBERRY
SNACKPACK_CHOCOLATE,snackpacks,4,"['PEBBLES_L', 'UV_VISOR_ORANGE', 'OXYGEN_SHAKE_GARLIC', 'SNACKPACK_VANILLA']","['oxygen_shakes', 'pebbles', 'snackpacks', 'uv_visors']",4,False,"[-0.046208127744621554, -0.05304621268097667, -0.0410070395937031, -0.9380943534069704]",972.4421238291761,0.9758654458260303,"[18, 27, 44, 46]",45,7.453588869047556e-06,159.21412274379267,SNACKPACK_CHOCOLATE + 0.046*PEBBLES_L + 0.053*UV_VISOR_ORANGE + 0.041*OXYGEN_SHAKE_GARLIC + 0.938*SNACKPACK_VANILLA
SNACKPACK_PISTACHIO,snackpacks,4,"['PANEL_1X4', 'OXYGEN_SHAKE_CHOCOLATE', 'OXYGEN_SHAKE_GARLIC', 'SNACKPACK_RASPBERRY']","['oxygen_shakes', 'panels', 'snackpacks']",3,False,"[0.06876889821899787, 0.09394162405050624, -0.15036437998622335, -0.5598202605365451]",2960.7299560278952,0.9157764137870997,"[37, 43, 44, 49]",47,7.673748666891613e-06,305.8068391440028,SNACKPACK_PISTACHIO − 0.069*PANEL_1X4 − 0.094*OXYGEN_SHAKE_CHOCOLATE + 0.150*OXYGEN_SHAKE_GARLIC + 0.560*SNACKPACK_RASPBERRY
SNACKPACK_PISTACHIO,snackpacks,4,"['MICROCHIP_RECTANGLE', 'OXYGEN_SHAKE_MINT', 'OXYGEN_SHAKE_GARLIC', 'SNACKPACK_RASPBERRY']","['microchips', 'oxygen_shakes', 'snackpacks']",3,False,"[0.09761860095210445, 0.07318522411352399, -0.09170919918123724, -0.5622692621917705]",2809.8338147895483,0.9200689410859528,"[13, 42, 44, 49]",47,8.054027246993401e-06,315.36600357407565,SNACKPACK_PISTACHIO − 0.098*MICROCHIP_RECTANGLE − 0.073*OXYGEN_SHAKE_MINT + 0.092*OXYGEN_SHAKE_GARLIC + 0.562*SNACKPACK_RASPBERRY
SNACKPACK_PISTACHIO,snackpacks,4,"['MICROCHIP_CIRCLE', 'PANEL_1X4', 'OXYGEN_SHAKE_GARLIC', 'SNACKPACK_RASPBERRY']","['microchips', 'oxygen_shakes', 'panels', 'snackpacks']",4,False,"[0.09314757819573581, 0.05304453087002513, -0.14801029934695, -0.5758833486852146]",2827.635128706097,0.9195625489057742,"[10, 37, 44, 49]",47,8.562281801089056e-06,298.9550449974429,SNACKPACK_PISTACHIO − 0.093*MICROCHIP_CIRCLE − 0.053*PANEL_1X4 + 0.148*OXYGEN_SHAKE_GARLIC + 0.576*SNACKPACK_RASPBERRY
SNACKPACK_CHOCOLATE,snackpacks,4,"['PEBBLES_XS', 'PEBBLES_L', 'TRANSLATOR_SPACE_GRAY', 'SNACKPACK_VANILLA']","['pebbles', 'snackpacks', 'translators']",3,False,"[0.030070205498836097, -0.060876747534476576, 0.034187457946559016, -0.9396034192414303]",1039.2509317227377,0.9742073514737861,"[15, 18, 30, 46]",45,9.859037056473255e-06,178.9134425383805,SNACKPACK_CHOCOLATE − 0.030*PEBBLES_XS + 0.061*PEBBLES_L − 0.034*TRANSLATOR_SPACE_GRAY + 0.940*SNACKPACK_VANILLA
SNACKPACK_CHOCOLATE,snackpacks,4,"['PEBBLES_L', 'PEBBLES_XL', 'OXYGEN_SHAKE_MINT', 'SNACKPACK_VANILLA']","['oxygen_shakes', 'pebbles', 'snackpacks']",3,False,"[-0.08100134509185332, -0.029218399726278526, 0.023271126440458385, -0.9321728377074614]",1102.7359962038245,0.9726317474451129,"[18, 19, 42, 46]",45,9.947491607889459e-06,185.64422623437048,SNACKPACK_CHOCOLATE + 0.081*PEBBLES_L + 0.029*PEBBLES_XL − 0.023*OXYGEN_SHAKE_MINT + 0.932*SNACKPACK_VANILLA
SNACKPACK_CHOCOLATE,snackpacks,4,"['PEBBLES_XS', 'PANEL_2X4', 'OXYGEN_SHAKE_MINT', 'SNACKPACK_VANILLA']","['oxygen_shakes', 'panels', 'pebbles', 'snackpacks']",4,False,"[0.058220187829016605, 0.05064834281020493, 0.06447206950386364, -0.9157872155594513]",1082.6822171019521,0.9731294521478063,"[15, 38, 42, 46]",45,9.99366450335842e-06,184.9982763504964,SNACKPACK_CHOCOLATE − 0.058*PEBBLES_XS − 0.051*PANEL_2X4 − 0.064*OXYGEN_SHAKE_MINT + 0.916*SNACKPACK_VANILLA
SNACKPACK_VANILLA,snackpacks,4,"['PEBBLES_L', 'PEBBLES_XL', 'OXYGEN_SHAKE_CHOCOLATE', 'SNACKPACK_CHOCOLATE']","['oxygen_shakes', 'pebbles', 'snackpacks']",3,False,"[-0.08856335283427812, -0.030223626611129838, 0.022062459210911704, -0.9756792917840987]",1180.1330282647723,0.9629662380561317,"[18, 19, 43, 45]",46,1.013599615623405e-05,190.57476238106432,SNACKPACK_VANILLA + 0.089*PEBBLES_L + 0.030*PEBBLES_XL − 0.022*OXYGEN_SHAKE_CHOCOLATE + 0.976*SNACKPACK_CHOCOLATE
SNACKPACK_CHOCOLATE,snackpacks,4,"['PEBBLES_L', 'PEBBLES_XL', 'PANEL_1X4', 'SNACKPACK_VANILLA']","['panels', 'pebbles', 'snackpacks']",3,False,"[-0.07459828691874092, -0.026493126627006622, 0.0213913402390111, -0.910509545422763]",1062.3624263193124,0.973633758861214,"[18, 19, 37, 46]",45,1.0195069544136715e-05,183.00542024955357,SNACKPACK_CHOCOLATE + 0.075*PEBBLES_L + 0.026*PEBBLES_XL − 0.021*PANEL_1X4 + 0.911*SNACKPACK_VANILLA
SNACKPACK_CHOCOLATE,snackpacks,4,"['PEBBLES_L', 'PEBBLES_XL', 'OXYGEN_SHAKE_EVENING_BREATH', 'SNACKPACK_VANILLA']","['oxygen_shakes', 'pebbles', 'snackpacks']",3,False,"[-0.08472101227477105, -0.03133010556899071, -0.026704817081938333, -0.9363797655759155]",1108.8616664208166,0.9724797175030926,"[18, 19, 41, 46]",45,1.1118722364420289e-05,180.86999354160744,SNACKPACK_CHOCOLATE + 0.085*PEBBLES_L + 0.031*PEBBLES_XL + 0.027*OXYGEN_SHAKE_EVENING_BREATH + 0.936*SNACKPACK_VANILLA
SNACKPACK_CHOCOLATE,snackpacks,4,"['MICROCHIP_SQUARE', 'PANEL_4X4', 'OXYGEN_SHAKE_MINT', 'SNACKPACK_VANILLA']","['microchips', 'oxygen_shakes', 'panels', 'snackpacks']",4,False,"[-0.029588132601332532, 0.041303346530640384, 0.08247573474667064, -0.9080433664259024]",1067.0982986093004,0.9735162216180784,"[12, 39, 42, 46]",45,1.176638354501808e-05,187.3068851263145,SNACKPACK_CHOCOLATE + 0.030*MICROCHIP_SQUARE − 0.041*PANEL_4X4 − 0.082*OXYGEN_SHAKE_MINT + 0.908*SNACKPACK_VANILLA
SNACKPACK_PISTACHIO,snackpacks,4,"['GALAXY_SOUNDS_SOLAR_WINDS', 'MICROCHIP_CIRCLE', 'OXYGEN_SHAKE_GARLIC', 'SNACKPACK_RASPBERRY']","['galaxy_sounds', 'microchips', 'oxygen_shakes', 'snackpacks']",4,False,"[-0.06973594032049686, 0.10393050448767129, -0.15759992604433265, -0.5667156336948841]",3056.079070158681,0.9130640271616434,"[3, 10, 44, 49]",47,1.2470464872713584e-05,300.30930415157394,SNACKPACK_PISTACHIO + 0.070*GALAXY_SOUNDS_SOLAR_WINDS − 0.104*MICROCHIP_CIRCLE + 0.158*OXYGEN_SHAKE_GARLIC + 0.567*SNACKPACK_RASPBERRY
SNACKPACK_RASPBERRY,snackpacks,4,"['SLEEP_POD_SUEDE', 'TRANSLATOR_ASTRO_BLACK', 'OXYGEN_SHAKE_GARLIC', 'SNACKPACK_STRAWBERRY']","['oxygen_shakes', 'sleep_pods', 'snackpacks', 'translators']",4,False,"[0.12385511588191604, -0.1270121152206176, 0.13348884316928217, -0.8027285114728798]",3821.7854914413438,0.8674637803850418,"[5, 31, 44, 48]",49,1.3113831089379238e-05,320.3195384502442,SNACKPACK_RASPBERRY − 0.124*SLEEP_POD_SUEDE + 0.127*TRANSLATOR_ASTRO_BLACK − 0.133*OXYGEN_SHAKE_GARLIC + 0.803*SNACKPACK_STRAWBERRY
SNACKPACK_PISTACHIO,snackpacks,4,"['GALAXY_SOUNDS_SOLAR_WINDS', 'OXYGEN_SHAKE_CHOCOLATE', 'OXYGEN_SHAKE_GARLIC', 'SNACKPACK_RASPBERRY']","['galaxy_sounds', 'oxygen_shakes', 'snackpacks']",3,False,"[-0.09416852162252254, 0.10556643525121676, -0.1623295346369406, -0.5439338015886835]",3325.708417890495,0.9053939083222052,"[3, 43, 44, 49]",47,1.3145224023804646e-05,309.0174303046563,SNACKPACK_PISTACHIO + 0.094*GALAXY_SOUNDS_SOLAR_WINDS − 0.106*OXYGEN_SHAKE_CHOCOLATE + 0.162*OXYGEN_SHAKE_GARLIC + 0.544*SNACKPACK_RASPBERRY
SNACKPACK_STRAWBERRY,snackpacks,4,"['MICROCHIP_SQUARE', 'UV_VISOR_AMBER', 'TRANSLATOR_GRAPHITE_MIST', 'SNACKPACK_RASPBERRY']","['microchips', 'snackpacks', 'translators', 'uv_visors']",4,False,"[0.02968848854666639, -0.30555598740454787, -0.14097957371163408, -0.8841001065454883]",3798.5027991368843,0.9712628684645153,"[12, 26, 33, 49]",48,1.4091568217544502e-05,274.0268785552665,SNACKPACK_STRAWBERRY − 0.030*MICROCHIP_SQUARE + 0.306*UV_VISOR_AMBER + 0.141*TRANSLATOR_GRAPHITE_MIST + 0.884*SNACKPACK_RASPBERRY
SNACKPACK_PISTACHIO,snackpacks,4,"['MICROCHIP_CIRCLE', 'MICROCHIP_TRIANGLE', 'OXYGEN_SHAKE_GARLIC', 'SNACKPACK_RASPBERRY']","['microchips', 'oxygen_shakes', 'snackpacks']",3,False,"[0.13676189207734202, 0.05376139578391357, -0.15044842253349777, -0.6153301882211119]",3392.6201093870113,0.9034904781880472,"[10, 14, 44, 49]",47,1.425405217449209e-05,316.0416700685804,SNACKPACK_PISTACHIO − 0.137*MICROCHIP_CIRCLE − 0.054*MICROCHIP_TRIANGLE + 0.150*OXYGEN_SHAKE_GARLIC + 0.615*SNACKPACK_RASPBERRY
SNACKPACK_PISTACHIO,snackpacks,4,"['MICROCHIP_CIRCLE', 'OXYGEN_SHAKE_MORNING_BREATH', 'OXYGEN_SHAKE_GARLIC', 'SNACKPACK_RASPBERRY']","['microchips', 'oxygen_shakes', 'snackpacks']",3,False,"[0.0850072886245232, 0.06234589702371809, -0.14733450476810636, -0.559126161924941]",3140.1869257302533,0.9106714194837658,"[10, 40, 44, 49]",47,1.4636694038786308e-05,328.2684392078981,SNACKPACK_PISTACHIO − 0.085*MICROCHIP_CIRCLE − 0.062*OXYGEN_SHAKE_MORNING_BREATH + 0.147*OXYGEN_SHAKE_GARLIC + 0.559*SNACKPACK_RASPBERRY
SNACKPACK_CHOCOLATE,snackpacks,4,"['PEBBLES_L', 'PEBBLES_XL', 'UV_VISOR_ORANGE', 'SNACKPACK_VANILLA']","['pebbles', 'snackpacks', 'uv_visors']",3,False,"[-0.07593294038523997, -0.02456429937424872, -0.02815962286880289, -0.9538499695650584]",1088.6832334866704,0.9729805159268357,"[18, 19, 27, 46]",45,1.543504306089286e-05,181.9451572786903,SNACKPACK_CHOCOLATE + 0.076*PEBBLES_L + 0.025*PEBBLES_XL + 0.028*UV_VISOR_ORANGE + 0.954*SNACKPACK_VANILLA
