a,b,group_a,group_b,corr,abs_corr,cross_group,label
TRANSLATOR_ASTRO_BLACK,SNACKPACK_PISTACHIO,translators,snackpacks,0.02247766655235647,0.02247766655235647,True,pearson_ret
GALAXY_SOUNDS_SOLAR_WINDS,TRANSLATOR_GRAPHITE_MIST,galaxy_sounds,translators,0.022096043418445878,0.022096043418445878,True,pearson_ret
UV_VISOR_ORANGE,SNACKPACK_PISTACHIO,uv_visors,snackpacks,0.021972203869349515,0.021972203869349515,True,pearson_ret
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_CHOCOLATE,oxygen_shakes,snackpacks,0.021649934007690105,0.021649934007690105,True,pearson_ret
GALAXY_SOUNDS_BLACK_HOLES,OXYGEN_SHAKE_EVENING_BREATH,galaxy_sounds,oxygen_shakes,0.021647516027867644,0.021647516027867644,True,pearson_ret
TRANSLATOR_ECLIPSE_CHARCOAL,SNACKPACK_PISTACHIO,translators,snackpacks,0.02129137669831812,0.02129137669831812,True,pearson_ret
UV_VISOR_RED,SNACKPACK_CHOCOLATE,uv_visors,snackpacks,0.021189775252517935,0.021189775252517935,True,pearson_ret
UV_VISOR_MAGENTA,SNACKPACK_STRAWBERRY,uv_visors,snackpacks,0.021086618425358937,0.021086618425358937,True,pearson_ret
TRANSLATOR_ASTRO_BLACK,SNACKPACK_STRAWBERRY,translators,snackpacks,0.021009923124393766,0.021009923124393766,True,pearson_ret
PANEL_1X2,SNACKPACK_PISTACHIO,panels,snackpacks,0.020945992907958903,0.020945992907958903,True,pearson_ret
SLEEP_POD_NYLON,SNACKPACK_RASPBERRY,sleep_pods,snackpacks,0.020265706440574745,0.020265706440574745,True,pearson_ret
GALAXY_SOUNDS_PLANETARY_RINGS,SNACKPACK_STRAWBERRY,galaxy_sounds,snackpacks,0.02024891720472745,0.02024891720472745,True,pearson_ret
OXYGEN_SHAKE_CHOCOLATE,SNACKPACK_PISTACHIO,oxygen_shakes,snackpacks,0.0202060698229702,0.0202060698229702,True,pearson_ret
GALAXY_SOUNDS_SOLAR_WINDS,SNACKPACK_CHOCOLATE,galaxy_sounds,snackpacks,0.020180151055259596,0.020180151055259596,True,pearson_ret
OXYGEN_SHAKE_GARLIC,SNACKPACK_RASPBERRY,oxygen_shakes,snackpacks,0.020026860599206928,0.020026860599206928,True,pearson_ret
UV_VISOR_ORANGE,UV_VISOR_RED,uv_visors,uv_visors,0.01997010808012901,0.01997010808012901,False,pearson_ret
SLEEP_POD_SUEDE,SNACKPACK_RASPBERRY,sleep_pods,snackpacks,0.01960845591309982,0.01960845591309982,True,pearson_ret
UV_VISOR_AMBER,SNACKPACK_PISTACHIO,uv_visors,snackpacks,0.01926927963817294,0.01926927963817294,True,pearson_ret
GALAXY_SOUNDS_BLACK_HOLES,SNACKPACK_CHOCOLATE,galaxy_sounds,snackpacks,0.01905089352677161,0.01905089352677161,True,pearson_ret
TRANSLATOR_GRAPHITE_MIST,SNACKPACK_CHOCOLATE,translators,snackpacks,0.019012707431350653,0.019012707431350653,True,pearson_ret
PANEL_1X2,SNACKPACK_VANILLA,panels,snackpacks,0.018610759096228675,0.018610759096228675,True,pearson_ret
GALAXY_SOUNDS_SOLAR_WINDS,UV_VISOR_YELLOW,galaxy_sounds,uv_visors,0.018573868680527794,0.018573868680527794,True,pearson_ret
GALAXY_SOUNDS_DARK_MATTER,PANEL_2X4,galaxy_sounds,panels,0.018171537296764857,0.018171537296764857,True,pearson_ret
TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_VOID_BLUE,translators,translators,0.018109931358067845,0.018109931358067845,False,pearson_ret
UV_VISOR_ORANGE,SNACKPACK_STRAWBERRY,uv_visors,snackpacks,0.018094176933790496,0.018094176933790496,True,pearson_ret
PEBBLES_XS,TRANSLATOR_VOID_BLUE,pebbles,translators,-0.018006812183055766,0.018006812183055766,True,pearson_ret
GALAXY_SOUNDS_SOLAR_WINDS,PEBBLES_S,galaxy_sounds,pebbles,-0.017779707985417472,0.017779707985417472,True,pearson_ret
OXYGEN_SHAKE_CHOCOLATE,SNACKPACK_CHOCOLATE,oxygen_shakes,snackpacks,0.017761948032111043,0.017761948032111043,True,pearson_ret
UV_VISOR_MAGENTA,SNACKPACK_VANILLA,uv_visors,snackpacks,0.01773354687095801,0.01773354687095801,True,pearson_ret
MICROCHIP_OVAL,ROBOT_IRONING,microchips,robots,0.017665758744429452,0.017665758744429452,True,pearson_ret
TRANSLATOR_VOID_BLUE,SNACKPACK_PISTACHIO,translators,snackpacks,0.017651923958184063,0.017651923958184063,True,pearson_ret
GALAXY_SOUNDS_DARK_MATTER,SNACKPACK_CHOCOLATE,galaxy_sounds,snackpacks,0.017636494203630688,0.017636494203630688,True,pearson_ret
OXYGEN_SHAKE_GARLIC,SNACKPACK_CHOCOLATE,oxygen_shakes,snackpacks,0.017414230797054887,0.017414230797054887,True,pearson_ret
SLEEP_POD_COTTON,SNACKPACK_PISTACHIO,sleep_pods,snackpacks,0.017247738057327346,0.017247738057327346,True,pearson_ret
TRANSLATOR_ECLIPSE_CHARCOAL,SNACKPACK_STRAWBERRY,translators,snackpacks,0.017236525594020266,0.017236525594020266,True,pearson_ret
GALAXY_SOUNDS_BLACK_HOLES,MICROCHIP_SQUARE,galaxy_sounds,microchips,0.017192793073961616,0.017192793073961616,True,pearson_ret
GALAXY_SOUNDS_DARK_MATTER,UV_VISOR_YELLOW,galaxy_sounds,uv_visors,0.017093909919652008,0.017093909919652008,True,pearson_ret
TRANSLATOR_SPACE_GRAY,SNACKPACK_VANILLA,translators,snackpacks,0.016981968884304862,0.016981968884304862,True,pearson_ret
SLEEP_POD_POLYESTER,OXYGEN_SHAKE_GARLIC,sleep_pods,oxygen_shakes,0.016828611413351326,0.016828611413351326,True,pearson_ret
SNACKPACK_CHOCOLATE,SNACKPACK_STRAWBERRY,snackpacks,snackpacks,0.016796615750091587,0.016796615750091587,False,pearson_ret
OXYGEN_SHAKE_MORNING_BREATH,SNACKPACK_RASPBERRY,oxygen_shakes,snackpacks,0.016660610352003634,0.016660610352003634,True,pearson_ret
TRANSLATOR_ASTRO_BLACK,SNACKPACK_VANILLA,translators,snackpacks,0.01657560913818496,0.01657560913818496,True,pearson_ret
OXYGEN_SHAKE_MINT,SNACKPACK_RASPBERRY,oxygen_shakes,snackpacks,0.016509822323972505,0.016509822323972505,True,pearson_ret
UV_VISOR_ORANGE,SNACKPACK_VANILLA,uv_visors,snackpacks,0.01639345500035545,0.01639345500035545,True,pearson_ret
GALAXY_SOUNDS_DARK_MATTER,UV_VISOR_RED,galaxy_sounds,uv_visors,0.016380707778700983,0.016380707778700983,True,pearson_ret
PANEL_4X4,SNACKPACK_VANILLA,panels,snackpacks,0.016373838315023446,0.016373838315023446,True,pearson_ret
UV_VISOR_YELLOW,SNACKPACK_PISTACHIO,uv_visors,snackpacks,0.016366143793320527,0.016366143793320527,True,pearson_ret
UV_VISOR_YELLOW,SNACKPACK_CHOCOLATE,uv_visors,snackpacks,0.01634167129081992,0.01634167129081992,True,pearson_ret
GALAXY_SOUNDS_BLACK_HOLES,OXYGEN_SHAKE_GARLIC,galaxy_sounds,oxygen_shakes,0.016325995443109313,0.016325995443109313,True,pearson_ret
SLEEP_POD_NYLON,SNACKPACK_CHOCOLATE,sleep_pods,snackpacks,0.016207651239825777,0.016207651239825777,True,pearson_ret
OXYGEN_SHAKE_MINT,SNACKPACK_PISTACHIO,oxygen_shakes,snackpacks,0.016167440114463708,0.016167440114463708,True,pearson_ret
TRANSLATOR_VOID_BLUE,SNACKPACK_VANILLA,translators,snackpacks,0.0160538865253771,0.0160538865253771,True,pearson_ret
SLEEP_POD_NYLON,OXYGEN_SHAKE_MINT,sleep_pods,oxygen_shakes,0.016027894080149326,0.016027894080149326,True,pearson_ret
TRANSLATOR_GRAPHITE_MIST,SNACKPACK_RASPBERRY,translators,snackpacks,0.015911388127309602,0.015911388127309602,True,pearson_ret
UV_VISOR_AMBER,SNACKPACK_CHOCOLATE,uv_visors,snackpacks,0.015889193681669148,0.015889193681669148,True,pearson_ret
GALAXY_SOUNDS_BLACK_HOLES,SNACKPACK_PISTACHIO,galaxy_sounds,snackpacks,0.015883348671138664,0.015883348671138664,True,pearson_ret
GALAXY_SOUNDS_SOLAR_FLAMES,SNACKPACK_PISTACHIO,galaxy_sounds,snackpacks,0.015425630151035813,0.015425630151035813,True,pearson_ret
GALAXY_SOUNDS_PLANETARY_RINGS,SNACKPACK_CHOCOLATE,galaxy_sounds,snackpacks,0.015306864795156767,0.015306864795156767,True,pearson_ret
GALAXY_SOUNDS_BLACK_HOLES,TRANSLATOR_GRAPHITE_MIST,galaxy_sounds,translators,0.015195878552628227,0.015195878552628227,True,pearson_ret
ROBOT_IRONING,UV_VISOR_AMBER,robots,uv_visors,0.015189132284119257,0.015189132284119257,True,pearson_ret
UV_VISOR_AMBER,OXYGEN_SHAKE_EVENING_BREATH,uv_visors,oxygen_shakes,0.015178965499607499,0.015178965499607499,True,pearson_ret
SLEEP_POD_POLYESTER,TRANSLATOR_SPACE_GRAY,sleep_pods,translators,0.015136599978385056,0.015136599978385056,True,pearson_ret
SLEEP_POD_COTTON,SNACKPACK_CHOCOLATE,sleep_pods,snackpacks,0.015115325495574103,0.015115325495574103,True,pearson_ret
SLEEP_POD_COTTON,PANEL_1X2,sleep_pods,panels,0.015106164655844582,0.015106164655844582,True,pearson_ret
UV_VISOR_AMBER,PANEL_1X4,uv_visors,panels,0.014882164797587912,0.014882164797587912,True,pearson_ret
GALAXY_SOUNDS_SOLAR_FLAMES,PANEL_2X4,galaxy_sounds,panels,0.014791793706613475,0.014791793706613475,True,pearson_ret
OXYGEN_SHAKE_EVENING_BREATH,SNACKPACK_VANILLA,oxygen_shakes,snackpacks,0.014781594203057222,0.014781594203057222,True,pearson_ret
GALAXY_SOUNDS_SOLAR_FLAMES,SNACKPACK_CHOCOLATE,galaxy_sounds,snackpacks,0.014668993181936462,0.014668993181936462,True,pearson_ret
PEBBLES_XS,PEBBLES_M,pebbles,pebbles,0.014598624179160599,0.014598624179160599,False,pearson_ret
PEBBLES_XS,SNACKPACK_VANILLA,pebbles,snackpacks,-0.014551046759498615,0.014551046759498615,True,pearson_ret
UV_VISOR_YELLOW,SNACKPACK_RASPBERRY,uv_visors,snackpacks,0.014550549081815639,0.014550549081815639,True,pearson_ret
SNACKPACK_VANILLA,SNACKPACK_RASPBERRY,snackpacks,snackpacks,0.014429816462454849,0.014429816462454849,False,pearson_ret
OXYGEN_SHAKE_EVENING_BREATH,SNACKPACK_RASPBERRY,oxygen_shakes,snackpacks,0.014420154616666809,0.014420154616666809,True,pearson_ret
UV_VISOR_ORANGE,PANEL_2X4,uv_visors,panels,0.01438316423242436,0.01438316423242436,True,pearson_ret
PEBBLES_XS,ROBOT_LAUNDRY,pebbles,robots,-0.014365395855732042,0.014365395855732042,True,pearson_ret
SLEEP_POD_POLYESTER,UV_VISOR_MAGENTA,sleep_pods,uv_visors,0.014353295447355481,0.014353295447355481,True,pearson_ret
SLEEP_POD_SUEDE,UV_VISOR_AMBER,sleep_pods,uv_visors,0.014290670047517355,0.014290670047517355,True,pearson_ret
PANEL_1X2,SNACKPACK_STRAWBERRY,panels,snackpacks,0.014200128698463675,0.014200128698463675,True,pearson_ret
PANEL_1X4,SNACKPACK_CHOCOLATE,panels,snackpacks,0.014169897269862999,0.014169897269862999,True,pearson_ret
GALAXY_SOUNDS_DARK_MATTER,OXYGEN_SHAKE_GARLIC,galaxy_sounds,oxygen_shakes,0.014160400285774385,0.014160400285774385,True,pearson_ret
GALAXY_SOUNDS_BLACK_HOLES,TRANSLATOR_VOID_BLUE,galaxy_sounds,translators,0.014134861204495119,0.014134861204495119,True,pearson_ret
UV_VISOR_YELLOW,TRANSLATOR_ASTRO_BLACK,uv_visors,translators,0.01408684241770594,0.01408684241770594,True,pearson_ret
GALAXY_SOUNDS_SOLAR_WINDS,SNACKPACK_PISTACHIO,galaxy_sounds,snackpacks,0.014057436597622572,0.014057436597622572,True,pearson_ret
GALAXY_SOUNDS_BLACK_HOLES,UV_VISOR_MAGENTA,galaxy_sounds,uv_visors,0.01396778461591844,0.01396778461591844,True,pearson_ret
UV_VISOR_AMBER,SNACKPACK_STRAWBERRY,uv_visors,snackpacks,0.013960818089577706,0.013960818089577706,True,pearson_ret
GALAXY_SOUNDS_SOLAR_FLAMES,SNACKPACK_STRAWBERRY,galaxy_sounds,snackpacks,0.0137114254354884,0.0137114254354884,True,pearson_ret
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES,galaxy_sounds,galaxy_sounds,0.013669796880135096,0.013669796880135096,False,pearson_ret
UV_VISOR_MAGENTA,TRANSLATOR_ECLIPSE_CHARCOAL,uv_visors,translators,0.01354646831114938,0.01354646831114938,True,pearson_ret
GALAXY_SOUNDS_SOLAR_WINDS,TRANSLATOR_ASTRO_BLACK,galaxy_sounds,translators,0.013546365805460942,0.013546365805460942,True,pearson_ret
UV_VISOR_MAGENTA,TRANSLATOR_ASTRO_BLACK,uv_visors,translators,0.013480665310994901,0.013480665310994901,True,pearson_ret
GALAXY_SOUNDS_SOLAR_WINDS,SNACKPACK_RASPBERRY,galaxy_sounds,snackpacks,0.013475284974347686,0.013475284974347686,True,pearson_ret
PANEL_1X2,OXYGEN_SHAKE_GARLIC,panels,oxygen_shakes,0.013456718764332505,0.013456718764332505,True,pearson_ret
ROBOT_LAUNDRY,PANEL_1X2,robots,panels,0.013374108818130998,0.013374108818130998,True,pearson_ret
SLEEP_POD_POLYESTER,SNACKPACK_CHOCOLATE,sleep_pods,snackpacks,0.013325594704784225,0.013325594704784225,True,pearson_ret
TRANSLATOR_ECLIPSE_CHARCOAL,SNACKPACK_CHOCOLATE,translators,snackpacks,0.013300446315797921,0.013300446315797921,True,pearson_ret
ROBOT_VACUUMING,SNACKPACK_PISTACHIO,robots,snackpacks,0.013236696911169422,0.013236696911169422,True,pearson_ret
PEBBLES_XS,SNACKPACK_CHOCOLATE,pebbles,snackpacks,0.013093554564197502,0.013093554564197502,True,pearson_ret
UV_VISOR_YELLOW,PANEL_2X4,uv_visors,panels,0.013008572954587266,0.013008572954587266,True,pearson_ret
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE_GARLIC,oxygen_shakes,oxygen_shakes,0.01300188887305818,0.01300188887305818,False,pearson_ret
UV_VISOR_MAGENTA,OXYGEN_SHAKE_EVENING_BREATH,uv_visors,oxygen_shakes,0.012978325338015644,0.012978325338015644,True,pearson_ret
UV_VISOR_RED,PANEL_1X2,uv_visors,panels,0.012973186081087301,0.012973186081087301,True,pearson_ret
UV_VISOR_MAGENTA,PANEL_2X4,uv_visors,panels,0.012938243662505086,0.012938243662505086,True,pearson_ret
UV_VISOR_YELLOW,OXYGEN_SHAKE_EVENING_BREATH,uv_visors,oxygen_shakes,0.012935095128344561,0.012935095128344561,True,pearson_ret
GALAXY_SOUNDS_SOLAR_WINDS,OXYGEN_SHAKE_MORNING_BREATH,galaxy_sounds,oxygen_shakes,0.012885212229523834,0.012885212229523834,True,pearson_ret
UV_VISOR_AMBER,SNACKPACK_VANILLA,uv_visors,snackpacks,0.012874252784016053,0.012874252784016053,True,pearson_ret
GALAXY_SOUNDS_BLACK_HOLES,TRANSLATOR_ASTRO_BLACK,galaxy_sounds,translators,0.012844396643962466,0.012844396643962466,True,pearson_ret
ROBOT_IRONING,TRANSLATOR_ECLIPSE_CHARCOAL,robots,translators,0.012811377240982972,0.012811377240982972,True,pearson_ret
GALAXY_SOUNDS_BLACK_HOLES,OXYGEN_SHAKE_CHOCOLATE,galaxy_sounds,oxygen_shakes,0.012793695283048885,0.012793695283048885,True,pearson_ret
GALAXY_SOUNDS_SOLAR_WINDS,ROBOT_LAUNDRY,galaxy_sounds,robots,0.012789397680126111,0.012789397680126111,True,pearson_ret
SLEEP_POD_POLYESTER,UV_VISOR_RED,sleep_pods,uv_visors,0.012754509153423056,0.012754509153423056,True,pearson_ret
TRANSLATOR_SPACE_GRAY,SNACKPACK_PISTACHIO,translators,snackpacks,0.012722618062644974,0.012722618062644974,True,pearson_ret
SLEEP_POD_COTTON,UV_VISOR_MAGENTA,sleep_pods,uv_visors,0.012633342355867553,0.012633342355867553,True,pearson_ret
SLEEP_POD_NYLON,ROBOT_IRONING,sleep_pods,robots,0.012619385880388695,0.012619385880388695,True,pearson_ret
MICROCHIP_CIRCLE,MICROCHIP_OVAL,microchips,microchips,0.012610835283255893,0.012610835283255893,False,pearson_ret
PEBBLES_S,PEBBLES_M,pebbles,pebbles,0.012586281903320262,0.012586281903320262,False,pearson_ret
SLEEP_POD_POLYESTER,SNACKPACK_PISTACHIO,sleep_pods,snackpacks,0.012563234665355773,0.012563234665355773,True,pearson_ret
ROBOT_VACUUMING,ROBOT_IRONING,robots,robots,0.012494096049463723,0.012494096049463723,False,pearson_ret
ROBOT_LAUNDRY,OXYGEN_SHAKE_MORNING_BREATH,robots,oxygen_shakes,0.012492062902798449,0.012492062902798449,True,pearson_ret
GALAXY_SOUNDS_DARK_MATTER,OXYGEN_SHAKE_EVENING_BREATH,galaxy_sounds,oxygen_shakes,0.012491575206145276,0.012491575206145276,True,pearson_ret
MICROCHIP_OVAL,UV_VISOR_YELLOW,microchips,uv_visors,-0.012474314694734949,0.012474314694734949,True,pearson_ret
PANEL_2X4,SNACKPACK_PISTACHIO,panels,snackpacks,0.01246832427949181,0.01246832427949181,True,pearson_ret
TRANSLATOR_ASTRO_BLACK,PANEL_2X4,translators,panels,0.012454565093157897,0.012454565093157897,True,pearson_ret
ROBOT_DISHES,TRANSLATOR_ECLIPSE_CHARCOAL,robots,translators,0.012452013601627345,0.012452013601627345,True,pearson_ret
OXYGEN_SHAKE_CHOCOLATE,SNACKPACK_STRAWBERRY,oxygen_shakes,snackpacks,0.012417246509930606,0.012417246509930606,True,pearson_ret
MICROCHIP_OVAL,ROBOT_LAUNDRY,microchips,robots,0.01234205070047068,0.01234205070047068,True,pearson_ret
TRANSLATOR_VOID_BLUE,SNACKPACK_STRAWBERRY,translators,snackpacks,0.012324930888924725,0.012324930888924725,True,pearson_ret
GALAXY_SOUNDS_BLACK_HOLES,SNACKPACK_RASPBERRY,galaxy_sounds,snackpacks,0.012321090874598328,0.012321090874598328,True,pearson_ret
UV_VISOR_AMBER,TRANSLATOR_SPACE_GRAY,uv_visors,translators,0.01231468845570197,0.01231468845570197,True,pearson_ret
UV_VISOR_RED,OXYGEN_SHAKE_MINT,uv_visors,oxygen_shakes,0.012298458235251027,0.012298458235251027,True,pearson_ret
GALAXY_SOUNDS_DARK_MATTER,SNACKPACK_PISTACHIO,galaxy_sounds,snackpacks,0.012291114750831465,0.012291114750831465,True,pearson_ret
ROBOT_VACUUMING,UV_VISOR_RED,robots,uv_visors,0.012250133360105858,0.012250133360105858,True,pearson_ret
GALAXY_SOUNDS_DARK_MATTER,SNACKPACK_VANILLA,galaxy_sounds,snackpacks,0.012206104968805798,0.012206104968805798,True,pearson_ret
GALAXY_SOUNDS_DARK_MATTER,SNACKPACK_RASPBERRY,galaxy_sounds,snackpacks,0.012201724571070022,0.012201724571070022,True,pearson_ret
SLEEP_POD_NYLON,MICROCHIP_SQUARE,sleep_pods,microchips,-0.012139853989242394,0.012139853989242394,True,pearson_ret
GALAXY_SOUNDS_PLANETARY_RINGS,OXYGEN_SHAKE_CHOCOLATE,galaxy_sounds,oxygen_shakes,0.012104363315449345,0.012104363315449345,True,pearson_ret
OXYGEN_SHAKE_EVENING_BREATH,SNACKPACK_CHOCOLATE,oxygen_shakes,snackpacks,0.012079924421307914,0.012079924421307914,True,pearson_ret
ROBOT_VACUUMING,OXYGEN_SHAKE_CHOCOLATE,robots,oxygen_shakes,0.011992127286642725,0.011992127286642725,True,pearson_ret
SLEEP_POD_NYLON,PANEL_4X4,sleep_pods,panels,0.011956882744066618,0.011956882744066618,True,pearson_ret
PANEL_2X2,SNACKPACK_CHOCOLATE,panels,snackpacks,0.011948659410888076,0.011948659410888076,True,pearson_ret
MICROCHIP_SQUARE,TRANSLATOR_SPACE_GRAY,microchips,translators,0.01191918727408204,0.01191918727408204,True,pearson_ret
MICROCHIP_RECTANGLE,OXYGEN_SHAKE_MINT,microchips,oxygen_shakes,-0.01189784281107076,0.01189784281107076,True,pearson_ret
UV_VISOR_YELLOW,OXYGEN_SHAKE_MINT,uv_visors,oxygen_shakes,0.011863104616834081,0.011863104616834081,True,pearson_ret
GALAXY_SOUNDS_SOLAR_FLAMES,TRANSLATOR_VOID_BLUE,galaxy_sounds,translators,0.01183987665609367,0.01183987665609367,True,pearson_ret
SLEEP_POD_NYLON,TRANSLATOR_SPACE_GRAY,sleep_pods,translators,0.011826160438455429,0.011826160438455429,True,pearson_ret
PEBBLES_XS,PANEL_2X2,pebbles,panels,0.011813567282007383,0.011813567282007383,True,pearson_ret
GALAXY_SOUNDS_PLANETARY_RINGS,PEBBLES_XS,galaxy_sounds,pebbles,0.011799993330942163,0.011799993330942163,True,pearson_ret
UV_VISOR_AMBER,SNACKPACK_RASPBERRY,uv_visors,snackpacks,0.011789267942649284,0.011789267942649284,True,pearson_ret
ROBOT_DISHES,SNACKPACK_RASPBERRY,robots,snackpacks,0.011771758113591858,0.011771758113591858,True,pearson_ret
UV_VISOR_YELLOW,SNACKPACK_VANILLA,uv_visors,snackpacks,0.011766981245389293,0.011766981245389293,True,pearson_ret
UV_VISOR_AMBER,OXYGEN_SHAKE_CHOCOLATE,uv_visors,oxygen_shakes,0.01176218656716048,0.01176218656716048,True,pearson_ret
PANEL_2X4,SNACKPACK_RASPBERRY,panels,snackpacks,0.011743394238570088,0.011743394238570088,True,pearson_ret
GALAXY_SOUNDS_SOLAR_WINDS,TRANSLATOR_VOID_BLUE,galaxy_sounds,translators,0.011734400560585428,0.011734400560585428,True,pearson_ret
PANEL_1X2,OXYGEN_SHAKE_MORNING_BREATH,panels,oxygen_shakes,0.011721226370809055,0.011721226370809055,True,pearson_ret
OXYGEN_SHAKE_GARLIC,SNACKPACK_VANILLA,oxygen_shakes,snackpacks,0.011630175214660502,0.011630175214660502,True,pearson_ret
PANEL_2X4,SNACKPACK_VANILLA,panels,snackpacks,0.011385405320884097,0.011385405320884097,True,pearson_ret
UV_VISOR_MAGENTA,OXYGEN_SHAKE_MINT,uv_visors,oxygen_shakes,0.011328432649473636,0.011328432649473636,True,pearson_ret
SLEEP_POD_LAMB_WOOL,OXYGEN_SHAKE_MORNING_BREATH,sleep_pods,oxygen_shakes,0.011236389445222818,0.011236389445222818,True,pearson_ret
ROBOT_MOPPING,SNACKPACK_STRAWBERRY,robots,snackpacks,-0.01119309961744077,0.01119309961744077,True,pearson_ret
GALAXY_SOUNDS_SOLAR_WINDS,SLEEP_POD_POLYESTER,galaxy_sounds,sleep_pods,0.011184551494336257,0.011184551494336257,True,pearson_ret
SLEEP_POD_SUEDE,SNACKPACK_CHOCOLATE,sleep_pods,snackpacks,0.011144359754645755,0.011144359754645755,True,pearson_ret
SLEEP_POD_COTTON,SNACKPACK_RASPBERRY,sleep_pods,snackpacks,0.011113207520087336,0.011113207520087336,True,pearson_ret
PANEL_2X2,OXYGEN_SHAKE_EVENING_BREATH,panels,oxygen_shakes,0.01109388671515593,0.01109388671515593,True,pearson_ret
ROBOT_VACUUMING,PANEL_1X4,robots,panels,0.011084979925450263,0.011084979925450263,True,pearson_ret
PEBBLES_M,UV_VISOR_MAGENTA,pebbles,uv_visors,0.01107649929423451,0.01107649929423451,True,pearson_ret
UV_VISOR_YELLOW,OXYGEN_SHAKE_MORNING_BREATH,uv_visors,oxygen_shakes,0.01105542571065153,0.01105542571065153,True,pearson_ret
PANEL_2X4,SNACKPACK_CHOCOLATE,panels,snackpacks,0.011020250772657956,0.011020250772657956,True,pearson_ret
PEBBLES_XL,UV_VISOR_RED,pebbles,uv_visors,0.010982350063767144,0.010982350063767144,True,pearson_ret
GALAXY_SOUNDS_PLANETARY_RINGS,SLEEP_POD_POLYESTER,galaxy_sounds,sleep_pods,0.010916244199754595,0.010916244199754595,True,pearson_ret
MICROCHIP_OVAL,OXYGEN_SHAKE_CHOCOLATE,microchips,oxygen_shakes,-0.010893099436339718,0.010893099436339718,True,pearson_ret
GALAXY_SOUNDS_DARK_MATTER,SNACKPACK_STRAWBERRY,galaxy_sounds,snackpacks,0.010831620091173277,0.010831620091173277,True,pearson_ret
PEBBLES_M,PEBBLES_L,pebbles,pebbles,0.010830890680833684,0.010830890680833684,False,pearson_ret
UV_VISOR_YELLOW,SNACKPACK_STRAWBERRY,uv_visors,snackpacks,0.010828106736976394,0.010828106736976394,True,pearson_ret
GALAXY_SOUNDS_SOLAR_FLAMES,OXYGEN_SHAKE_EVENING_BREATH,galaxy_sounds,oxygen_shakes,0.010827120040214595,0.010827120040214595,True,pearson_ret
GALAXY_SOUNDS_DARK_MATTER,SLEEP_POD_SUEDE,galaxy_sounds,sleep_pods,0.010811407922643606,0.010811407922643606,True,pearson_ret
SLEEP_POD_POLYESTER,MICROCHIP_CIRCLE,sleep_pods,microchips,-0.010802153004771851,0.010802153004771851,True,pearson_ret
UV_VISOR_ORANGE,SNACKPACK_CHOCOLATE,uv_visors,snackpacks,0.010759660430597553,0.010759660430597553,True,pearson_ret
