target,k,basket,ols_beta,resid_var,r_squared,adf_p,half_life,S_idx,target_idx,basket_str
OXYGEN_SHAKE_MINT,2,"['OXYGEN_SHAKE_EVENING_BREATH', 'OXYGEN_SHAKE_GARLIC']","[-0.45171412830623014, -0.19680642736763726]",199571.79833243613,0.22703103893251264,0.3671294412423578,2528.6672876045545,"[1, 4]",2,OXYGEN_SHAKE_MINT + 0.452*OXYGEN_SHAKE_EVENING_BREATH + 0.197*OXYGEN_SHAKE_GARLIC
OXYGEN_SHAKE_MORNING_BREATH,2,"['OXYGEN_SHAKE_EVENING_BREATH', 'OXYGEN_SHAKE_CHOCOLATE']","[-0.466649680260048, -0.3660456883750832]",340508.9229273236,0.2009464048900217,0.3829007806507548,3064.5195328783193,"[1, 3]",0,OXYGEN_SHAKE_MORNING_BREATH + 0.467*OXYGEN_SHAKE_EVENING_BREATH + 0.366*OXYGEN_SHAKE_CHOCOLATE
OXYGEN_SHAKE_GARLIC,2,"['OXYGEN_SHAKE_MORNING_BREATH', 'OXYGEN_SHAKE_MINT']","[-0.745078949893507, -0.37167435810798777]",592360.877220783,0.3482261222355858,0.39448733147132337,3534.4576153163925,"[0, 2]",4,OXYGEN_SHAKE_GARLIC + 0.745*OXYGEN_SHAKE_MORNING_BREATH + 0.372*OXYGEN_SHAKE_MINT
OXYGEN_SHAKE_MINT,2,"['OXYGEN_SHAKE_MORNING_BREATH', 'OXYGEN_SHAKE_CHOCOLATE']","[0.13736113964936364, -0.16824069284446988]",235385.9948415106,0.08831774127022063,0.43955691648458545,3475.194145721803,"[0, 3]",2,OXYGEN_SHAKE_MINT − 0.137*OXYGEN_SHAKE_MORNING_BREATH + 0.168*OXYGEN_SHAKE_CHOCOLATE
OXYGEN_SHAKE_MINT,2,"['OXYGEN_SHAKE_MORNING_BREATH', 'OXYGEN_SHAKE_GARLIC']","[0.06981600124970827, -0.14441097290480837]",230156.87987102114,0.10857082111323946,0.4754426429654104,3611.9143068032927,"[0, 4]",2,OXYGEN_SHAKE_MINT − 0.070*OXYGEN_SHAKE_MORNING_BREATH + 0.144*OXYGEN_SHAKE_GARLIC
OXYGEN_SHAKE_MINT,2,"['OXYGEN_SHAKE_CHOCOLATE', 'OXYGEN_SHAKE_GARLIC']","[-0.06147114431387795, -0.14773856628076415]",230895.23598334935,0.10571106656969687,0.5119651761531007,3700.3216120299608,"[3, 4]",2,OXYGEN_SHAKE_MINT + 0.061*OXYGEN_SHAKE_CHOCOLATE + 0.148*OXYGEN_SHAKE_GARLIC
OXYGEN_SHAKE_MORNING_BREATH,2,"['OXYGEN_SHAKE_MINT', 'OXYGEN_SHAKE_CHOCOLATE']","[0.21237512148326085, -0.35640646861309694]",363932.1090195659,0.14598050004666763,0.5346445623274496,4153.785503429203,"[2, 3]",0,OXYGEN_SHAKE_MORNING_BREATH − 0.212*OXYGEN_SHAKE_MINT + 0.356*OXYGEN_SHAKE_CHOCOLATE
OXYGEN_SHAKE_MORNING_BREATH,2,"['OXYGEN_SHAKE_EVENING_BREATH', 'OXYGEN_SHAKE_MINT']","[-0.44662686465942564, 0.20214182973671407]",372504.9806332166,0.12586301289122548,0.5617538180009214,4075.6491617080183,"[1, 2]",0,OXYGEN_SHAKE_MORNING_BREATH + 0.447*OXYGEN_SHAKE_EVENING_BREATH − 0.202*OXYGEN_SHAKE_MINT
OXYGEN_SHAKE_CHOCOLATE,2,"['OXYGEN_SHAKE_MORNING_BREATH', 'OXYGEN_SHAKE_EVENING_BREATH']","[-0.2971828361842462, 0.0035236099650872853]",276450.21011118445,0.12032401115632751,0.6439133571576713,3855.4848726598843,"[0, 1]",3,OXYGEN_SHAKE_CHOCOLATE + 0.297*OXYGEN_SHAKE_MORNING_BREATH − 0.004*OXYGEN_SHAKE_EVENING_BREATH
OXYGEN_SHAKE_CHOCOLATE,2,"['OXYGEN_SHAKE_MORNING_BREATH', 'OXYGEN_SHAKE_MINT']","[-0.26202481303962344, -0.19123511669282753]",267557.55358774494,0.14862081157314622,0.6600736615052974,3828.624984837102,"[0, 2]",3,OXYGEN_SHAKE_CHOCOLATE + 0.262*OXYGEN_SHAKE_MORNING_BREATH + 0.191*OXYGEN_SHAKE_MINT
OXYGEN_SHAKE_CHOCOLATE,2,"['OXYGEN_SHAKE_EVENING_BREATH', 'OXYGEN_SHAKE_MINT']","[0.05944633966799081, -0.2580332405275898]",294605.57572490023,0.06255288776799439,0.7855847501918676,4991.477594579958,"[1, 2]",3,OXYGEN_SHAKE_CHOCOLATE − 0.059*OXYGEN_SHAKE_EVENING_BREATH + 0.258*OXYGEN_SHAKE_MINT
OXYGEN_SHAKE_GARLIC,2,"['OXYGEN_SHAKE_EVENING_BREATH', 'OXYGEN_SHAKE_MINT']","[-0.614729658816329, -0.7498923513946335]",760429.2559206109,0.16330071083989628,0.8232883272691918,7875.9816006969895,"[1, 2]",4,OXYGEN_SHAKE_GARLIC + 0.615*OXYGEN_SHAKE_EVENING_BREATH + 0.750*OXYGEN_SHAKE_MINT
