target,k,basket,ols_beta,int_coefs,int_basket_str,ols_resid_std_ratio,int_resid_std_ratio,int_resid_inflation,max_abs_coef,int_adf_p,int_half_life
OXYGEN_SHAKE_EVENING_BREATH,2,"['OXYGEN_SHAKE_MORNING_BREATH', 'OXYGEN_SHAKE_GARLIC']","[-0.3533334568137597, -0.1919298266408482]","[-1, 0]",OXYGEN_SHAKE_EVENING_BREATH + OXYGEN_SHAKE_MORNING_BREATH,0.8673739450622063,1.6173223155653016,1.864619435218694,1,0.3219612146562848,2423.294850516412
OXYGEN_SHAKE_MORNING_BREATH,2,"['OXYGEN_SHAKE_EVENING_BREATH', 'OXYGEN_SHAKE_CHOCOLATE']","[-0.466649680260048, -0.3660456883750832]","[-1, 0]",OXYGEN_SHAKE_MORNING_BREATH + OXYGEN_SHAKE_EVENING_BREATH,0.8938979780209698,0.9905563484522604,1.1081313223744902,1,0.3219612146562848,2423.294850516412
OXYGEN_SHAKE_MORNING_BREATH,2,"['OXYGEN_SHAKE_EVENING_BREATH', 'OXYGEN_SHAKE_GARLIC']","[-0.6609339180586163, -0.41966399034247087]","[-1, 0]",OXYGEN_SHAKE_MORNING_BREATH + OXYGEN_SHAKE_EVENING_BREATH,0.7265669147835081,0.9905563484522604,1.3633380880650368,1,0.3219612146562848,2423.294850516412
OXYGEN_SHAKE_MORNING_BREATH,2,"['OXYGEN_SHAKE_EVENING_BREATH', 'OXYGEN_SHAKE_MINT']","[-0.44662686465942564, 0.20214182973671407]","[-1, 0]",OXYGEN_SHAKE_MORNING_BREATH + OXYGEN_SHAKE_EVENING_BREATH,0.9349529330981183,0.9905563484522604,1.0594718871782038,1,0.3219612146562848,2423.294850516412
OXYGEN_SHAKE_EVENING_BREATH,2,"['OXYGEN_SHAKE_MORNING_BREATH', 'OXYGEN_SHAKE_CHOCOLATE']","[-0.1964127530082469, 0.0018267457789105635]","[-1, 0]",OXYGEN_SHAKE_EVENING_BREATH + OXYGEN_SHAKE_MORNING_BREATH,0.9468794763485906,1.6173223155653016,1.7080550967290051,1,0.3219612146562848,2423.294850516412
OXYGEN_SHAKE_GARLIC,2,"['OXYGEN_SHAKE_MORNING_BREATH', 'OXYGEN_SHAKE_EVENING_BREATH']","[-0.979859831712703, -0.8382585605621741]","[-1, -1]",OXYGEN_SHAKE_GARLIC + OXYGEN_SHAKE_MORNING_BREATH + OXYGEN_SHAKE_EVENING_BREATH,0.7602183131015124,0.7629689484751802,1.0036182177228088,1,0.32856241759293076,2221.7351331228747
OXYGEN_SHAKE_MORNING_BREATH,2,"['OXYGEN_SHAKE_MINT', 'OXYGEN_SHAKE_CHOCOLATE']","[0.21237512148326085, -0.35640646861309694]","[0, -1]",OXYGEN_SHAKE_MORNING_BREATH + OXYGEN_SHAKE_CHOCOLATE,0.9241317546504569,1.0685090755537623,1.156230234678944,1,0.47360308691533815,3193.9403867381297
OXYGEN_SHAKE_MORNING_BREATH,2,"['OXYGEN_SHAKE_CHOCOLATE', 'OXYGEN_SHAKE_GARLIC']","[0.026822637806426696, -0.39221149574779807]","[-1, 0]",OXYGEN_SHAKE_MORNING_BREATH + OXYGEN_SHAKE_CHOCOLATE,0.8297180161543627,1.0685090755537623,1.2877978478835082,1,0.47360308691533815,3193.9403867381297
OXYGEN_SHAKE_CHOCOLATE,2,"['OXYGEN_SHAKE_MORNING_BREATH', 'OXYGEN_SHAKE_GARLIC']","[0.01674210988010318, 0.3861496901976198]","[-1, 0]",OXYGEN_SHAKE_CHOCOLATE + OXYGEN_SHAKE_MORNING_BREATH,0.7633330597053261,1.2442493300685078,1.630021540726708,1,0.47360308691533815,3193.9403867381297
OXYGEN_SHAKE_MORNING_BREATH,2,"['OXYGEN_SHAKE_MINT', 'OXYGEN_SHAKE_GARLIC']","[0.08848070827044363, -0.36688799999978805]","[1, 0]",OXYGEN_SHAKE_MORNING_BREATH − OXYGEN_SHAKE_MINT,0.8273370948448656,1.1094705031144345,1.3410138503731321,1,0.5325911928431809,4049.98356039442
OXYGEN_SHAKE_MINT,2,"['OXYGEN_SHAKE_MORNING_BREATH', 'OXYGEN_SHAKE_GARLIC']","[0.06981600124970827, -0.14441097290480837]","[1, 0]",OXYGEN_SHAKE_MINT − OXYGEN_SHAKE_MORNING_BREATH,0.9441552726573953,1.425356485140364,1.5096632158062222,1,0.5325911928431809,4049.98356039442
OXYGEN_SHAKE_EVENING_BREATH,2,"['OXYGEN_SHAKE_CHOCOLATE', 'OXYGEN_SHAKE_GARLIC']","[0.2465157992227939, -0.1505627428677983]","[1, 0]",OXYGEN_SHAKE_EVENING_BREATH − OXYGEN_SHAKE_CHOCOLATE,0.9549433859064432,1.626912718946112,1.703674524539303,1,0.5364487806620798,2850.11373416655
OXYGEN_SHAKE_CHOCOLATE,2,"['OXYGEN_SHAKE_EVENING_BREATH', 'OXYGEN_SHAKE_GARLIC']","[0.28782382379594507, 0.39614460639305404]","[1, 0]",OXYGEN_SHAKE_CHOCOLATE − OXYGEN_SHAKE_EVENING_BREATH,0.7359196888421047,1.1603154138106857,1.5766875535512914,1,0.53644878066208,2850.11373416655
OXYGEN_SHAKE_CHOCOLATE,2,"['OXYGEN_SHAKE_MORNING_BREATH', 'OXYGEN_SHAKE_EVENING_BREATH']","[-0.2971828361842462, 0.0035236099650872853]","[0, 1]",OXYGEN_SHAKE_CHOCOLATE − OXYGEN_SHAKE_EVENING_BREATH,0.9379104375385063,1.1603154138106857,1.237128159972149,1,0.53644878066208,2850.11373416655
OXYGEN_SHAKE_CHOCOLATE,2,"['OXYGEN_SHAKE_EVENING_BREATH', 'OXYGEN_SHAKE_MINT']","[0.05944633966799081, -0.2580332405275898]","[1, 0]",OXYGEN_SHAKE_CHOCOLATE − OXYGEN_SHAKE_EVENING_BREATH,0.9682185250407088,1.1603154138106857,1.1984024099950992,1,0.53644878066208,2850.11373416655
OXYGEN_SHAKE_MINT,2,"['OXYGEN_SHAKE_MORNING_BREATH', 'OXYGEN_SHAKE_CHOCOLATE']","[0.13736113964936364, -0.16824069284446988]","[0, -1]",OXYGEN_SHAKE_MINT + OXYGEN_SHAKE_CHOCOLATE,0.9548205374465818,1.293274828187371,1.3544690101093726,1,0.6334217558288836,3800.668639493529
OXYGEN_SHAKE_MINT,2,"['OXYGEN_SHAKE_CHOCOLATE', 'OXYGEN_SHAKE_GARLIC']","[-0.06147114431387795, -0.14773856628076415]","[-1, 0]",OXYGEN_SHAKE_MINT + OXYGEN_SHAKE_CHOCOLATE,0.9456685113877394,1.293274828187371,1.3675773409114889,1,0.6334217558288836,3800.668639493529
OXYGEN_SHAKE_CHOCOLATE,2,"['OXYGEN_SHAKE_MINT', 'OXYGEN_SHAKE_GARLIC']","[-0.04862656816148071, 0.37143462416635753]","[-1, 0]",OXYGEN_SHAKE_CHOCOLATE + OXYGEN_SHAKE_MINT,0.7623625500777298,1.172228535976121,1.5376260754894133,1,0.6334217558288836,3800.668639493529
OXYGEN_SHAKE_CHOCOLATE,2,"['OXYGEN_SHAKE_MORNING_BREATH', 'OXYGEN_SHAKE_MINT']","[-0.26202481303962344, -0.19123511669282753]","[0, -1]",OXYGEN_SHAKE_CHOCOLATE + OXYGEN_SHAKE_MINT,0.9227021125080693,1.172228535976121,1.2704300988211616,1,0.6334217558288836,3800.668639493529
OXYGEN_SHAKE_GARLIC,2,"['OXYGEN_SHAKE_EVENING_BREATH', 'OXYGEN_SHAKE_MINT']","[-0.614729658816329, -0.7498923513946335]","[-1, -1]",OXYGEN_SHAKE_GARLIC + OXYGEN_SHAKE_EVENING_BREATH + OXYGEN_SHAKE_MINT,0.9147126812065653,0.9313568315176985,1.0181960419409277,1,0.7851346059613036,5300.867001120085
