target,k,basket,ols_beta,resid_var,r_squared,adf_p,half_life,S_idx,target_idx,basket_str
OXYGEN_SHAKE_MORNING_BREATH,3,"['OXYGEN_SHAKE_EVENING_BREATH', 'OXYGEN_SHAKE_CHOCOLATE', 'OXYGEN_SHAKE_GARLIC']","[-0.7197205292874223, 0.20424511930076772, -0.5005745927355759]",217859.23211037694,0.48876170072391656,0.12065406808806517,1420.3918216056816,"[1, 3, 4]",0,OXYGEN_SHAKE_MORNING_BREATH + 0.720*OXYGEN_SHAKE_EVENING_BREATH − 0.204*OXYGEN_SHAKE_CHOCOLATE + 0.501*OXYGEN_SHAKE_GARLIC
OXYGEN_SHAKE_MORNING_BREATH,3,"['OXYGEN_SHAKE_EVENING_BREATH', 'OXYGEN_SHAKE_MINT', 'OXYGEN_SHAKE_GARLIC']","[-0.7205824537816946, -0.1320493028339393, -0.4456521418696057]",221479.2959238996,0.4802666957183055,0.19607610791727142,1606.56997938917,"[1, 2, 4]",0,OXYGEN_SHAKE_MORNING_BREATH + 0.721*OXYGEN_SHAKE_EVENING_BREATH + 0.132*OXYGEN_SHAKE_MINT + 0.446*OXYGEN_SHAKE_GARLIC
OXYGEN_SHAKE_MORNING_BREATH,3,"['OXYGEN_SHAKE_MINT', 'OXYGEN_SHAKE_CHOCOLATE', 'OXYGEN_SHAKE_GARLIC']","[0.09005418483256471, 0.03235837159833762, -0.37890701959305195]",291496.0954915036,0.3159621161742041,0.2840676693782802,2842.976253475457,"[2, 3, 4]",0,OXYGEN_SHAKE_MORNING_BREATH − 0.090*OXYGEN_SHAKE_MINT − 0.032*OXYGEN_SHAKE_CHOCOLATE + 0.379*OXYGEN_SHAKE_GARLIC
OXYGEN_SHAKE_MINT,3,"['OXYGEN_SHAKE_MORNING_BREATH', 'OXYGEN_SHAKE_EVENING_BREATH', 'OXYGEN_SHAKE_GARLIC']","[-0.11714707806860881, -0.5291406056032344, -0.2459688376068706]",196484.5842677863,0.23898824264608698,0.3343559658695444,2259.812221397079,"[0, 1, 4]",2,OXYGEN_SHAKE_MINT + 0.117*OXYGEN_SHAKE_MORNING_BREATH + 0.529*OXYGEN_SHAKE_EVENING_BREATH + 0.246*OXYGEN_SHAKE_GARLIC
OXYGEN_SHAKE_GARLIC,3,"['OXYGEN_SHAKE_MORNING_BREATH', 'OXYGEN_SHAKE_EVENING_BREATH', 'OXYGEN_SHAKE_MINT']","[-0.9097513973243017, -1.0210490730228132, -0.5659935393339669]",452126.400873722,0.502525928248803,0.33535044488799803,1983.6198599549512,"[0, 1, 2]",4,OXYGEN_SHAKE_GARLIC + 0.910*OXYGEN_SHAKE_MORNING_BREATH + 1.021*OXYGEN_SHAKE_EVENING_BREATH + 0.566*OXYGEN_SHAKE_MINT
OXYGEN_SHAKE_MINT,3,"['OXYGEN_SHAKE_MORNING_BREATH', 'OXYGEN_SHAKE_EVENING_BREATH', 'OXYGEN_SHAKE_CHOCOLATE']","[0.0740446638615073, -0.32236438224150255, -0.1676518150699391]",220492.3391657365,0.14600291347588146,0.33716724679917276,2768.8693224710078,"[0, 1, 3]",2,OXYGEN_SHAKE_MINT − 0.074*OXYGEN_SHAKE_MORNING_BREATH + 0.322*OXYGEN_SHAKE_EVENING_BREATH + 0.168*OXYGEN_SHAKE_CHOCOLATE
OXYGEN_SHAKE_MINT,3,"['OXYGEN_SHAKE_EVENING_BREATH', 'OXYGEN_SHAKE_CHOCOLATE', 'OXYGEN_SHAKE_GARLIC']","[-0.46716831822014365, 0.05369322702372939, -0.21807670965292544]",199081.12320537207,0.22893149103224564,0.3474739277153842,2436.6868953468793,"[1, 3, 4]",2,OXYGEN_SHAKE_MINT + 0.467*OXYGEN_SHAKE_EVENING_BREATH − 0.054*OXYGEN_SHAKE_CHOCOLATE + 0.218*OXYGEN_SHAKE_GARLIC
OXYGEN_SHAKE_MORNING_BREATH,3,"['OXYGEN_SHAKE_EVENING_BREATH', 'OXYGEN_SHAKE_MINT', 'OXYGEN_SHAKE_CHOCOLATE']","[-0.426179538482433, 0.11338800800368336, -0.3439627450771826]",337650.0859648369,0.2076550806365186,0.4252134472653638,3186.889182621295,"[1, 2, 3]",0,OXYGEN_SHAKE_MORNING_BREATH + 0.426*OXYGEN_SHAKE_EVENING_BREATH − 0.113*OXYGEN_SHAKE_MINT + 0.344*OXYGEN_SHAKE_CHOCOLATE
OXYGEN_SHAKE_MINT,3,"['OXYGEN_SHAKE_MORNING_BREATH', 'OXYGEN_SHAKE_CHOCOLATE', 'OXYGEN_SHAKE_GARLIC']","[0.07087698645688602, -0.063372252050422, -0.11993979740841246]",229421.48497373777,0.11141910646456243,0.48923177022222486,3677.8355524191256,"[0, 3, 4]",2,OXYGEN_SHAKE_MINT − 0.071*OXYGEN_SHAKE_MORNING_BREATH + 0.063*OXYGEN_SHAKE_CHOCOLATE + 0.120*OXYGEN_SHAKE_GARLIC
OXYGEN_SHAKE_CHOCOLATE,3,"['OXYGEN_SHAKE_MORNING_BREATH', 'OXYGEN_SHAKE_EVENING_BREATH', 'OXYGEN_SHAKE_MINT']","[-0.27203218160767995, -0.062050540689910776, -0.20304415759014333]",267039.6454837702,0.15026881655498692,0.6448113790937521,3720.532843477485,"[0, 1, 2]",3,OXYGEN_SHAKE_CHOCOLATE + 0.272*OXYGEN_SHAKE_MORNING_BREATH + 0.062*OXYGEN_SHAKE_EVENING_BREATH + 0.203*OXYGEN_SHAKE_MINT
